ID,MainCategory,SubCategory,TotalPower,Date
18,Hydroelectric power,Hydroelectric power,51.3,2002
18,Hydroelectric power,Hydroelectric power,9600,1968
1,Fossil fuel,Natural gas,250,2010
23,Hydroelectric power,Hydroelectric power,336,1992
17,Hydroelectric power,Hydroelectric power,535.5,1993
17,Hydroelectric power,Hydroelectric power,537,2003
18,Hydroelectric power,Hydroelectric power,50,1987
4,Hydroelectric power,Hydroelectric power,123300,1998
9,Other renewable energies,Photovoltaic,30.23,2003
10,Hydroelectric power,Hydroelectric power,2500,1982
10,Hydroelectric power,Hydroelectric power,2500,1957
13,Fossil fuel,Natural gas,300,2013
13,Fossil fuel,Natural gas,120,2007
18,Hydroelectric power,Hydroelectric power,4,1988
22,Fossil fuel,Natural gas,40,2004
21,Hydroelectric power,Hydroelectric power,44000,1920
23,Hydroelectric power,Hydroelectric power,107000,1923
5,Hydroelectric power,Hydroelectric power,135000,1937
24,Fossil fuel,Natural gas,80,2003
24,Fossil fuel,Natural gas,128,2005
13,Fossil fuel,Natural gas,100,1991
24,Fossil fuel,Natural gas,288,2002
22,Fossil fuel,Natural gas,40,2010
18,Hydroelectric power,Hydroelectric power,881,1991
23,Other renewable energies,Biomass,52,1998
2,Fossil fuel,Crude oil,5.3,1991
6,Other renewable energies,Photovoltaic,367.87,1995
6,Other renewable energies,Biomass,250,2015
9,Fossil fuel,Natural gas,30,2015
2,Hydroelectric power,Hydroelectric power,779,1910
13,Fossil fuel,Natural gas,115,2014
22,Hydroelectric power,Hydroelectric power,10012,1992
14,Other renewable energies,Photovoltaic,23.8,1989
14,Other renewable energies,Photovoltaic,17.88,1999
2,Hydroelectric power,Hydroelectric power,9000,1964
22,Fossil fuel,Natural gas,72,2005
17,Fossil fuel,Natural gas,470,2021
17,Fossil fuel,Natural gas,652,2016
2,Other renewable energies,Photovoltaic,283.7,2000
17,Hydroelectric power,Hydroelectric power,45,2000
25,Fossil fuel,Natural gas,125,2002
5,Hydroelectric power,Hydroelectric power,82,2004
1,Other renewable energies,Photovoltaic,514.62,2004
1,Other renewable energies,Photovoltaic,7.8,1990
21,Other renewable energies,Photovoltaic,46.7,2003
21,Other renewable energies,Photovoltaic,7,1996
17,Hydroelectric power,Hydroelectric power,8,1978
4,Hydroelectric power,Hydroelectric power,53750,1948
21,Fossil fuel,Natural gas,309,2015
21,Other renewable energies,Photovoltaic,7.1,2005
22,Hydroelectric power,Hydroelectric power,113,1998
9,Hydroelectric power,Hydroelectric power,2.72,2016
18,Other renewable energies,Photovoltaic,100,1993
19,Fossil fuel,Natural gas,80,2013
19,Other renewable energies,Photovoltaic,3.6,1995
25,Fossil fuel,Natural gas,473,2013
11,Fossil fuel,Natural gas,1165,2016
14,Other renewable energies,Photovoltaic,3.4,2000
3,Hydroelectric power,Hydroelectric power,1203,1999
10,Hydroelectric power,Hydroelectric power,18.5,1940
12,Fossil fuel,Natural gas,4719,2016
13,Fossil fuel,Natural gas,71,2016
2,Fossil fuel,Natural gas,1016,2016
2,Fossil fuel,Natural gas,1467,2014
22,Other renewable energies,Biomass,195,2017
13,Other renewable energies,Photovoltaic,121.60000000000001,1995
13,Other renewable energies,Photovoltaic,103.5,1994
20,Other renewable energies,Biomass,9520,1960
13,Other renewable energies,Photovoltaic,69.3,2004
1,Other renewable energies,Photovoltaic,230.60000000000002,2003
3,Fossil fuel,Natural gas,3236,2017
1,Fossil fuel,Natural gas,190,2018
21,Other renewable energies,Biomass,180,1993
17,Fossil fuel,Natural gas,2365,2017
2,Other renewable energies,Biomass,250,2000
25,Other renewable energies,Biomass,171,2000
20,Other renewable energies,Waste,15640,1996
21,Fossil fuel,Natural gas,147,2016
10,Fossil fuel,Natural gas,1490,2018
21,Other renewable energies,Photovoltaic,4.4,2001
19,Other renewable energies,Photovoltaic,25.799999999999997,2005
11,Fossil fuel,Natural gas,43.2,2015
20,Other renewable energies,Photovoltaic,4.8,1997
2,Hydroelectric power,Hydroelectric power,141,2000
2,Hydroelectric power,Hydroelectric power,50,1957
19,Other renewable energies,Biomass,76,2015
21,Fossil fuel,Natural gas,50,2017
17,Fossil fuel,Natural gas,960,2018
1,Other renewable energies,Photovoltaic,253.99999999999997,1997
10,Fossil fuel,Natural gas,143,2015
21,Other renewable energies,Biomass,149,2019
1,Fossil fuel,Natural gas,90,2015
2,Hydroelectric power,Hydroelectric power,40.4,1975
14,Other renewable energies,Photovoltaic,7.2,1998
1,Other renewable energies,Biomass,80,1985
17,Fossil fuel,Natural gas,110,2019
22,Fossil fuel,Natural gas,120,2017
20,Other renewable energies,Photovoltaic,6,1998
25,Fossil fuel,Natural gas,20,2018
12,Hydroelectric power,Hydroelectric power,220,1923
1,Other renewable energies,Biomass,1840,2000
8,Hydroelectric power,Hydroelectric power,37,2020
1,Other renewable energies,Biomass,130,2019
18,Other renewable energies,Photovoltaic,8,1996
1,Fossil fuel,Natural gas,60,2019
11,Other renewable energies,Photovoltaic,52.3,1999
1,Fossil fuel,Natural gas,20,2020
