ID,MainCategory,SubCategory,TotalPower
981,Other renewable energies,Photovoltaic,4530.14
982,Other renewable energies,Photovoltaic,1477.33
982,Hydroelectric power,Hydroelectric power,15.00
983,Hydroelectric power,Hydroelectric power,6.00
983,Other renewable energies,Photovoltaic,1778.74
985,Other renewable energies,Photovoltaic,317.24
987,Other renewable energies,Photovoltaic,468.32
988,Other renewable energies,Photovoltaic,333.76
989,Other renewable energies,Photovoltaic,1487.13
991,Other renewable energies,Photovoltaic,325.08
992,Other renewable energies,Photovoltaic,2830.43
993,Other renewable energies,Photovoltaic,389.19
995,Other renewable energies,Photovoltaic,1632.02
995,Hydroelectric power,Hydroelectric power,6.00
1001,Other renewable energies,Biomass,50.40
1001,Other renewable energies,Photovoltaic,648.38
1002,Other renewable energies,Photovoltaic,2797.63
1004,Other renewable energies,Photovoltaic,1367.63
1004,Hydroelectric power,Hydroelectric power,1600.00
1007,Other renewable energies,Photovoltaic,668.62
1008,Other renewable energies,Photovoltaic,5531.31
1008,Other renewable energies,Wind energy,12.00
1008,Hydroelectric power,Hydroelectric power,26.00
1009,Other renewable energies,Photovoltaic,717.65
1023,Other renewable energies,Photovoltaic,1777.53
1024,Other renewable energies,Photovoltaic,7436.24
1024,Other renewable energies,Biomass,740.00
1024,Hydroelectric power,Hydroelectric power,2000.00
1025,Other renewable energies,Photovoltaic,1393.95
1025,Other renewable energies,Biomass,335.00
1025,Hydroelectric power,Hydroelectric power,12.00
1030,Other renewable energies,Photovoltaic,2193.65
1031,Other renewable energies,Biomass,65.00
1031,Other renewable energies,Photovoltaic,7227.14
1032,Other renewable energies,Photovoltaic,2308.85
1033,Other renewable energies,Photovoltaic,4395.09
1033,Other renewable energies,Biomass,1381.00
1037,Other renewable energies,Photovoltaic,3424.79
1039,Other renewable energies,Photovoltaic,1136.90
1040,Other renewable energies,Photovoltaic,8738.28
1041,Other renewable energies,Photovoltaic,1891.16
1051,Other renewable energies,Photovoltaic,2124.06
1052,Other renewable energies,Photovoltaic,3450.36
1053,Other renewable energies,Photovoltaic,1318.44
1054,Other renewable energies,Photovoltaic,6023.12
1055,Other renewable energies,Photovoltaic,755.04
1056,Other renewable energies,Photovoltaic,400.87
1057,Other renewable energies,Photovoltaic,731.59
1058,Other renewable energies,Photovoltaic,4738.15
1059,Other renewable energies,Photovoltaic,6313.06
1059,Fossil fuel,Natural gas,315.00
1061,Other renewable energies,Photovoltaic,14675.58
1061,Other renewable energies,Biomass,105.00
1061,Hydroelectric power,Hydroelectric power,717.00
1062,Other renewable energies,Photovoltaic,7703.15
1062,Other renewable energies,Biomass,19.40
1062,Hydroelectric power,Hydroelectric power,889.00
1063,Other renewable energies,Photovoltaic,3948.45
1063,Hydroelectric power,Hydroelectric power,20.00
1064,Other renewable energies,Photovoltaic,1305.36
1065,Other renewable energies,Photovoltaic,1575.86
1065,Other renewable energies,Biomass,205.00
1066,Other renewable energies,Photovoltaic,1043.87
1067,Other renewable energies,Photovoltaic,1419.84
1068,Hydroelectric power,Hydroelectric power,24.00
1068,Other renewable energies,Photovoltaic,763.60
1069,Other renewable energies,Photovoltaic,2093.42
1069,Other renewable energies,Biomass,37.00
1069,Hydroelectric power,Hydroelectric power,9.10
1081,Other renewable energies,Photovoltaic,3009.60
1081,Hydroelectric power,Hydroelectric power,12.00
1082,Other renewable energies,Photovoltaic,3094.87
1082,Hydroelectric power,Hydroelectric power,45.00
1083,Other renewable energies,Photovoltaic,7667.73
1083,Other renewable energies,Biomass,1775.00
1084,Other renewable energies,Photovoltaic,2035.50
1085,Other renewable energies,Photovoltaic,1473.29
1086,Other renewable energies,Photovoltaic,7674.75
1088,Other renewable energies,Photovoltaic,3018.52
1088,Other renewable energies,Biomass,90.00
1089,Other renewable energies,Photovoltaic,1559.47
1091,Other renewable energies,Photovoltaic,1010.92
1091,Other renewable energies,Biomass,250.00
1093,Other renewable energies,Photovoltaic,3237.44
1094,Other renewable energies,Photovoltaic,4422.05
1095,Other renewable energies,Photovoltaic,4030.55
1095,Other renewable energies,Biomass,732.00
1098,Other renewable energies,Photovoltaic,12755.27
1098,Other renewable energies,Biomass,549.40
1099,Other renewable energies,Photovoltaic,2524.83
1100,Other renewable energies,Photovoltaic,1195.13
1102,Other renewable energies,Photovoltaic,4755.22
1102,Other renewable energies,Biomass,60.00
1103,Other renewable energies,Photovoltaic,7876.48
1103,Fossil fuel,Natural gas,200.00
1103,Hydroelectric power,Hydroelectric power,50.00
1104,Other renewable energies,Photovoltaic,3074.76
1104,Other renewable energies,Biomass,240.00
1107,Other renewable energies,Photovoltaic,4837.30
1107,Other renewable energies,Biomass,22.00
1107,Hydroelectric power,Hydroelectric power,375.00
1121,Other renewable energies,Photovoltaic,1275.05
1121,Hydroelectric power,Hydroelectric power,28.00
1122,Other renewable energies,Photovoltaic,3010.97
1122,Hydroelectric power,Hydroelectric power,7.00
1123,Other renewable energies,Biomass,650.00
1123,Other renewable energies,Photovoltaic,5860.22
1125,Other renewable energies,Photovoltaic,8181.67
1125,Other renewable energies,Biomass,415.00
1127,Other renewable energies,Photovoltaic,2413.53
1128,Other renewable energies,Photovoltaic,1521.66
1128,Other renewable energies,Biomass,55.00
1129,Other renewable energies,Photovoltaic,590.34
1129,Hydroelectric power,Hydroelectric power,2.00
1131,Other renewable energies,Photovoltaic,1539.41
1131,Other renewable energies,Biomass,65.00
1132,Other renewable energies,Photovoltaic,232.55
1135,Other renewable energies,Photovoltaic,1631.04
1136,Other renewable energies,Photovoltaic,2743.69
1137,Other renewable energies,Photovoltaic,3850.81
1139,Other renewable energies,Photovoltaic,1460.80
1140,Other renewable energies,Photovoltaic,4552.96
1140,Hydroelectric power,Hydroelectric power,200.00
1142,Other renewable energies,Photovoltaic,812.86
1143,Other renewable energies,Photovoltaic,4349.28
1143,Hydroelectric power,Hydroelectric power,83.60
1145,Other renewable energies,Photovoltaic,1933.48
1146,Other renewable energies,Photovoltaic,4374.84
1146,Other renewable energies,Biomass,548.00
1147,Other renewable energies,Photovoltaic,930.21
1151,Other renewable energies,Photovoltaic,8944.59
1202,Hydroelectric power,Hydroelectric power,153.00
1202,Other renewable energies,Wind energy,3300.00
1202,Other renewable energies,Photovoltaic,12.89
1203,Other renewable energies,Photovoltaic,473.88
1203,Hydroelectric power,Hydroelectric power,80.00
1206,Hydroelectric power,Hydroelectric power,20077.00
1206,Other renewable energies,Photovoltaic,2917.39
1207,Other renewable energies,Photovoltaic,528.71
1207,Hydroelectric power,Hydroelectric power,125.00
1208,Hydroelectric power,Hydroelectric power,198931.00
1208,Other renewable energies,Photovoltaic,63.71
1209,Hydroelectric power,Hydroelectric power,12654.00
1209,Other renewable energies,Photovoltaic,29.30
1211,Other renewable energies,Photovoltaic,9.04
1211,Hydroelectric power,Hydroelectric power,1200.00
1212,Hydroelectric power,Hydroelectric power,3580.00
1212,Other renewable energies,Photovoltaic,73.43
1213,Hydroelectric power,Hydroelectric power,5355.00
1213,Other renewable energies,Photovoltaic,3588.97
1215,Other renewable energies,Photovoltaic,337.39
1216,Other renewable energies,Photovoltaic,740.43
1216,Hydroelectric power,Hydroelectric power,135318.50
1217,Other renewable energies,Photovoltaic,78.07
1218,Other renewable energies,Photovoltaic,303.05
1219,Other renewable energies,Photovoltaic,41.14
1219,Hydroelectric power,Hydroelectric power,2533.00
1220,Other renewable energies,Photovoltaic,30.80
1220,Hydroelectric power,Hydroelectric power,54750.00
1301,Other renewable energies,Photovoltaic,4361.93
1301,Other renewable energies,Biomass,80.00
1301,Hydroelectric power,Hydroelectric power,62.00
1311,Other renewable energies,Photovoltaic,851.25
1311,Other renewable energies,Biomass,14.00
1311,Hydroelectric power,Hydroelectric power,272.00
1321,Other renewable energies,Photovoltaic,1291.45
1321,Hydroelectric power,Hydroelectric power,21.03
1322,Other renewable energies,Photovoltaic,1055.92
1323,Other renewable energies,Photovoltaic,1538.75
1323,Hydroelectric power,Hydroelectric power,40.00
1341,Other renewable energies,Photovoltaic,3385.66
1341,Hydroelectric power,Hydroelectric power,135000.00
1342,Other renewable energies,Photovoltaic,2553.12
1342,Other renewable energies,Biomass,7092.00
1342,Hydroelectric power,Hydroelectric power,300.00
1343,Other renewable energies,Photovoltaic,137.27
1344,Other renewable energies,Photovoltaic,1338.96
1345,Other renewable energies,Photovoltaic,2892.26
1346,Other renewable energies,Photovoltaic,777.02
1347,Other renewable energies,Photovoltaic,2543.65
1348,Other renewable energies,Photovoltaic,291.40
1361,Other renewable energies,Photovoltaic,191.98
1362,Other renewable energies,Photovoltaic,1294.35
1363,Other renewable energies,Photovoltaic,242.10
1364,Other renewable energies,Photovoltaic,8.20
1365,Hydroelectric power,Hydroelectric power,52.00
1365,Other renewable energies,Photovoltaic,582.78
1366,Other renewable energies,Photovoltaic,238.15
1367,Hydroelectric power,Hydroelectric power,11.76
1367,Other renewable energies,Photovoltaic,1863.09
1367,Other renewable energies,Biomass,165.00
1368,Hydroelectric power,Hydroelectric power,45.00
1368,Other renewable energies,Photovoltaic,587.21
1369,Other renewable energies,Photovoltaic,19.72
1370,Other renewable energies,Photovoltaic,2037.93
1371,Hydroelectric power,Hydroelectric power,44.00
1371,Other renewable energies,Photovoltaic,1105.32
1372,Other renewable energies,Photovoltaic,3175.70
1372,Hydroelectric power,Hydroelectric power,67070.00
1373,Other renewable energies,Photovoltaic,3439.60
1373,Hydroelectric power,Hydroelectric power,2238.00
1374,Other renewable energies,Photovoltaic,769.39
1375,Other renewable energies,Photovoltaic,571.78
1401,Other renewable energies,Photovoltaic,212.27
1402,Hydroelectric power,Hydroelectric power,46816.00
1402,Other renewable energies,Biomass,50.00
1402,Other renewable energies,Photovoltaic,881.89
1403,Other renewable energies,Photovoltaic,2690.48
1403,Hydroelectric power,Hydroelectric power,60430.00
1404,Other renewable energies,Photovoltaic,3213.39
1404,Hydroelectric power,Hydroelectric power,1202.50
1405,Other renewable energies,Photovoltaic,1369.09
1405,Hydroelectric power,Hydroelectric power,1283.00
1406,Other renewable energies,Photovoltaic,3150.75
1406,Hydroelectric power,Hydroelectric power,472.00
1407,Other renewable energies,Photovoltaic,3491.02
1407,Hydroelectric power,Hydroelectric power,18.50
1501,Other renewable energies,Photovoltaic,726.16
1501,Hydroelectric power,Hydroelectric power,2079.00
1502,Other renewable energies,Photovoltaic,4236.11
1502,Other renewable energies,Biomass,50.00
1502,Hydroelectric power,Hydroelectric power,90.00
1503,Other renewable energies,Photovoltaic,376.45
1504,Hydroelectric power,Hydroelectric power,13.00
1504,Other renewable energies,Photovoltaic,279.51
1505,Other renewable energies,Photovoltaic,1251.08
1506,Other renewable energies,Photovoltaic,1518.93
1509,Other renewable energies,Photovoltaic,4444.32
1509,Other renewable energies,Biomass,104.00
1510,Hydroelectric power,Hydroelectric power,298.00
1510,Other renewable energies,Photovoltaic,1664.97
1511,Other renewable energies,Photovoltaic,356.45
1511,Hydroelectric power,Hydroelectric power,27168.50
1632,Other renewable energies,Photovoltaic,1287.82
1632,Hydroelectric power,Hydroelectric power,384.50
1701,Other renewable energies,Photovoltaic,13446.49
1701,Other renewable energies,Biomass,585.00
1701,Hydroelectric power,Hydroelectric power,3997.00
1702,Other renewable energies,Photovoltaic,4942.93
1702,Other renewable energies,Biomass,515.00
1702,Hydroelectric power,Hydroelectric power,567.00
1702,Fossil fuel,Natural gas,30.00
1703,Other renewable energies,Photovoltaic,6674.05
1703,Other renewable energies,Biomass,440.00
1704,Other renewable energies,Photovoltaic,2302.78
1705,Other renewable energies,Photovoltaic,1038.81
1706,Other renewable energies,Photovoltaic,2204.09
1706,Hydroelectric power,Hydroelectric power,12.72
1707,Other renewable energies,Photovoltaic,190.69
1708,Other renewable energies,Photovoltaic,4424.26
1709,Other renewable energies,Photovoltaic,3431.07
1709,Hydroelectric power,Hydroelectric power,15.00
1710,Other renewable energies,Photovoltaic,1333.09
1710,Hydroelectric power,Hydroelectric power,49.80
1711,Other renewable energies,Photovoltaic,8979.71
1711,Hydroelectric power,Hydroelectric power,42.00
2016,Other renewable energies,Photovoltaic,1383.27
2022,Other renewable energies,Photovoltaic,823.75
2027,Other renewable energies,Photovoltaic,261.97
2029,Other renewable energies,Photovoltaic,10.80
2035,Other renewable energies,Photovoltaic,661.86
2038,Other renewable energies,Photovoltaic,71.42
2043,Other renewable energies,Photovoltaic,3667.24
2044,Other renewable energies,Photovoltaic,419.37
2045,Other renewable energies,Photovoltaic,940.69
2050,Other renewable energies,Photovoltaic,538.97
2051,Other renewable energies,Photovoltaic,37.69
2053,Other renewable energies,Photovoltaic,51.45
2054,Other renewable energies,Photovoltaic,9.52
2061,Other renewable energies,Photovoltaic,243.73
2063,Other renewable energies,Photovoltaic,10.80
2066,Other renewable energies,Photovoltaic,231.19
2067,Other renewable energies,Photovoltaic,129.39
2068,Other renewable energies,Photovoltaic,977.93
2079,Other renewable energies,Photovoltaic,14.20
2086,Other renewable energies,Photovoltaic,741.17
2089,Other renewable energies,Photovoltaic,179.89
2097,Other renewable energies,Photovoltaic,262.40
2099,Other renewable energies,Photovoltaic,1446.76
2102,Other renewable energies,Photovoltaic,1325.29
2113,Other renewable energies,Photovoltaic,563.82
2114,Other renewable energies,Biomass,520.00
2114,Other renewable energies,Photovoltaic,50.20
2115,Other renewable energies,Photovoltaic,9.88
2123,Other renewable energies,Photovoltaic,253.71
2124,Other renewable energies,Photovoltaic,581.81
2124,Other renewable energies,Biomass,108.00
2124,Hydroelectric power,Hydroelectric power,24375.00
2125,Hydroelectric power,Hydroelectric power,22.00
2125,Other renewable energies,Photovoltaic,11219.70
2125,Fossil fuel,Natural gas,1490.00
2128,Other renewable energies,Photovoltaic,179.18
2128,Hydroelectric power,Hydroelectric power,200.00
2129,Other renewable energies,Photovoltaic,471.67
2130,Other renewable energies,Photovoltaic,187.68
2131,Other renewable energies,Photovoltaic,784.21
2134,Other renewable energies,Photovoltaic,939.34
2134,Other renewable energies,Biomass,526.00
2134,Hydroelectric power,Hydroelectric power,3292.60
2135,Other renewable energies,Photovoltaic,4.88
2137,Other renewable energies,Photovoltaic,370.75
2138,Other renewable energies,Photovoltaic,343.13
2138,Hydroelectric power,Hydroelectric power,5.00
2140,Other renewable energies,Photovoltaic,1733.51
2140,Fossil fuel,Natural gas,115.00
2143,Other renewable energies,Photovoltaic,360.44
2147,Other renewable energies,Photovoltaic,403.63
2148,Other renewable energies,Photovoltaic,1667.10
2149,Other renewable energies,Photovoltaic,1520.07
2149,Hydroelectric power,Hydroelectric power,37.00
2152,Other renewable energies,Photovoltaic,912.38
2153,Other renewable energies,Photovoltaic,842.44
2155,Other renewable energies,Photovoltaic,1541.69
2160,Other renewable energies,Photovoltaic,3823.80
2163,Other renewable energies,Photovoltaic,17.53
2173,Other renewable energies,Photovoltaic,1599.60
2173,Other renewable energies,Biomass,55.00
2174,Other renewable energies,Photovoltaic,136.70
2175,Other renewable energies,Photovoltaic,1434.42
2177,Other renewable energies,Photovoltaic,841.83
2183,Other renewable energies,Photovoltaic,2162.56
2194,Other renewable energies,Biomass,680.00
2194,Other renewable energies,Photovoltaic,238.86
2196,Other renewable energies,Photovoltaic,6456.33
2196,Other renewable energies,Biomass,670.00
2196,Hydroelectric power,Hydroelectric power,17120.00
2197,Other renewable energies,Photovoltaic,5284.59
2198,Other renewable energies,Photovoltaic,1336.15
2198,Fossil fuel,Natural gas,143.00
2200,Other renewable energies,Photovoltaic,1779.99
2206,Other renewable energies,Biomass,150.00
2206,Other renewable energies,Photovoltaic,4715.96
2208,Other renewable energies,Photovoltaic,3447.82
2216,Other renewable energies,Photovoltaic,243.00
2217,Other renewable energies,Photovoltaic,827.40
2220,Other renewable energies,Photovoltaic,1402.34
2226,Other renewable energies,Photovoltaic,1357.26
2228,Other renewable energies,Photovoltaic,3926.48
2228,Other renewable energies,Biomass,125.00
2228,Hydroelectric power,Hydroelectric power,40.00
2230,Other renewable energies,Photovoltaic,9.46
2250,Other renewable energies,Photovoltaic,1025.04
2254,Other renewable energies,Photovoltaic,1159.75
2258,Other renewable energies,Photovoltaic,316.23
2261,Other renewable energies,Photovoltaic,26.00
2262,Other renewable energies,Photovoltaic,1257.61
2262,Other renewable energies,Biomass,5.40
2265,Other renewable energies,Photovoltaic,3008.42
2265,Other renewable energies,Biomass,35.00
2266,Other renewable energies,Photovoltaic,426.33
2266,Hydroelectric power,Hydroelectric power,86800.00
2271,Other renewable energies,Photovoltaic,330.01
2272,Other renewable energies,Photovoltaic,37.19
2274,Other renewable energies,Photovoltaic,419.45
2274,Other renewable energies,Biomass,109.00
2275,Other renewable energies,Photovoltaic,4207.92
2276,Other renewable energies,Photovoltaic,1883.99
2278,Other renewable energies,Photovoltaic,274.43
2284,Other renewable energies,Photovoltaic,9.50
2292,Other renewable energies,Photovoltaic,454.55
2293,Other renewable energies,Photovoltaic,6212.72
2293,Other renewable energies,Biomass,843.00
2294,Other renewable energies,Photovoltaic,823.25
2295,Other renewable energies,Photovoltaic,3841.85
2295,Other renewable energies,Biomass,410.00
2295,Hydroelectric power,Hydroelectric power,5.81
2296,Other renewable energies,Photovoltaic,1860.29
2296,Other renewable energies,Biomass,75.20
2299,Other renewable energies,Photovoltaic,873.88
2300,Other renewable energies,Photovoltaic,596.89
2301,Other renewable energies,Photovoltaic,800.95
2303,Other renewable energies,Photovoltaic,481.87
2304,Other renewable energies,Photovoltaic,1599.55
2306,Other renewable energies,Photovoltaic,1936.34
2307,Other renewable energies,Photovoltaic,682.68
2308,Other renewable energies,Photovoltaic,1638.53
2309,Other renewable energies,Photovoltaic,54.04
2321,Other renewable energies,Photovoltaic,1644.47
2323,Other renewable energies,Photovoltaic,1298.59
2325,Other renewable energies,Photovoltaic,158.81
2328,Other renewable energies,Photovoltaic,877.62
2333,Other renewable energies,Photovoltaic,475.27
2336,Other renewable energies,Photovoltaic,2593.57
2338,Other renewable energies,Photovoltaic,1340.41
2401,Other renewable energies,Photovoltaic,1502.23
2402,Other renewable energies,Photovoltaic,3243.06
2403,Other renewable energies,Photovoltaic,2359.39
2404,Other renewable energies,Photovoltaic,11752.62
2405,Other renewable energies,Photovoltaic,935.36
2406,Other renewable energies,Photovoltaic,2966.61
2407,Other renewable energies,Biomass,889.00
2407,Other renewable energies,Photovoltaic,3598.31
2408,Other renewable energies,Photovoltaic,2257.79
2421,Other renewable energies,Photovoltaic,282.43
2422,Other renewable energies,Photovoltaic,3071.01
2422,Other renewable energies,Wind energy,6.40
2424,Other renewable energies,Photovoltaic,597.18
2426,Other renewable energies,Photovoltaic,1502.39
2427,Other renewable energies,Photovoltaic,665.28
2428,Other renewable energies,Photovoltaic,6.60
2445,Other renewable energies,Photovoltaic,555.38
2455,Other renewable energies,Photovoltaic,12.73
2456,Other renewable energies,Photovoltaic,7.56
2457,Other renewable energies,Photovoltaic,1013.76
2461,Other renewable energies,Photovoltaic,1866.92
2463,Other renewable energies,Photovoltaic,355.04
2464,Other renewable energies,Photovoltaic,45.60
2471,Other renewable energies,Photovoltaic,407.39
2473,Other renewable energies,Photovoltaic,2003.55
2473,Fossil fuel,Natural gas,271.20
2473,Hydroelectric power,Hydroelectric power,1600.00
2474,Other renewable energies,Photovoltaic,606.53
2475,Other renewable energies,Photovoltaic,1545.00
2475,Other renewable energies,Biomass,56.00
2476,Other renewable energies,Photovoltaic,133.83
2477,Other renewable energies,Photovoltaic,10.62
2479,Other renewable energies,Photovoltaic,933.62
2480,Other renewable energies,Photovoltaic,4510.80
2480,Hydroelectric power,Hydroelectric power,15.00
2481,Other renewable energies,Photovoltaic,761.35
2491,Other renewable energies,Photovoltaic,13.07
2492,Other renewable energies,Photovoltaic,372.76
2493,Other renewable energies,Photovoltaic,1855.57
2495,Other renewable energies,Photovoltaic,1245.37
2495,Hydroelectric power,Hydroelectric power,51000.00
2497,Other renewable energies,Photovoltaic,551.95
2499,Other renewable energies,Photovoltaic,678.13
2500,Other renewable energies,Photovoltaic,1559.84
2501,Other renewable energies,Photovoltaic,1221.32
2501,Other renewable energies,Biomass,180.00
2501,Hydroelectric power,Hydroelectric power,260.00
2513,Other renewable energies,Photovoltaic,4365.68
2513,Hydroelectric power,Hydroelectric power,90.00
2514,Other renewable energies,Photovoltaic,420.18
2516,Other renewable energies,Photovoltaic,3033.40
2517,Hydroelectric power,Hydroelectric power,252.00
2517,Other renewable energies,Photovoltaic,4738.59
2518,Other renewable energies,Photovoltaic,921.13
2519,Other renewable energies,Photovoltaic,1055.57
2519,Hydroelectric power,Hydroelectric power,300.00
2520,Other renewable energies,Photovoltaic,406.88
2523,Other renewable energies,Photovoltaic,407.88
2524,Other renewable energies,Photovoltaic,90.69
2525,Other renewable energies,Photovoltaic,616.85
2526,Other renewable energies,Photovoltaic,2327.75
2527,Other renewable energies,Photovoltaic,3109.86
2527,Hydroelectric power,Hydroelectric power,1060.00
2528,Other renewable energies,Photovoltaic,1218.90
2528,Hydroelectric power,Hydroelectric power,22.00
2529,Other renewable energies,Photovoltaic,510.41
2530,Other renewable energies,Photovoltaic,1248.52
2532,Other renewable energies,Photovoltaic,1751.50
2534,Other renewable energies,Photovoltaic,8758.42
2534,Other renewable energies,Waste,21600.00
2534,Fossil fuel,Natural gas,1165.00
2541,Other renewable energies,Photovoltaic,64.75
2542,Other renewable energies,Photovoltaic,3022.46
2543,Other renewable energies,Photovoltaic,2141.45
2545,Other renewable energies,Photovoltaic,463.23
2546,Other renewable energies,Photovoltaic,7299.50
2546,Hydroelectric power,Hydroelectric power,36.50
2546,Fossil fuel,Natural gas,43.20
2547,Other renewable energies,Photovoltaic,850.21
2548,Other renewable energies,Photovoltaic,327.32
2549,Other renewable energies,Photovoltaic,29.70
2550,Other renewable energies,Photovoltaic,1491.85
2551,Other renewable energies,Photovoltaic,690.52
2554,Other renewable energies,Photovoltaic,1043.53
2555,Other renewable energies,Photovoltaic,1157.59
2556,Other renewable energies,Photovoltaic,4477.14
2571,Other renewable energies,Photovoltaic,440.23
2571,Hydroelectric power,Hydroelectric power,45000.00
2572,Other renewable energies,Photovoltaic,1041.32
2572,Nuclear energy,Nuclear energy,1035000.00
2573,Other renewable energies,Photovoltaic,485.16
2574,Other renewable energies,Photovoltaic,13.44
2575,Other renewable energies,Photovoltaic,1947.52
2576,Other renewable energies,Photovoltaic,2053.99
2578,Other renewable energies,Photovoltaic,1339.65
2578,Other renewable energies,Biomass,104.00
2579,Other renewable energies,Photovoltaic,2669.77
2581,Other renewable energies,Photovoltaic,4413.92
2581,Hydroelectric power,Hydroelectric power,370.00
2581,Fossil fuel,Natural gas,483.00
2583,Other renewable energies,Photovoltaic,1427.39
2583,Other renewable energies,Biomass,112.00
2583,Hydroelectric power,Hydroelectric power,990.00
2584,Other renewable energies,Photovoltaic,800.40
2586,Other renewable energies,Photovoltaic,1576.34
2601,Other renewable energies,Photovoltaic,5130.60
2611,Other renewable energies,Photovoltaic,276.55
2613,Other renewable energies,Photovoltaic,5145.78
2614,Other renewable energies,Photovoltaic,4344.12
2615,Other renewable energies,Photovoltaic,489.44
2616,Other renewable energies,Photovoltaic,504.42
2617,Other renewable energies,Photovoltaic,201.10
2618,Other renewable energies,Photovoltaic,508.48
2619,Other renewable energies,Photovoltaic,899.51
2619,Other renewable energies,Biomass,490.00
2620,Other renewable energies,Photovoltaic,579.72
2621,Other renewable energies,Photovoltaic,1200.50
2622,Other renewable energies,Photovoltaic,142.20
2701,Other renewable energies,Photovoltaic,32793.46
2701,Other renewable energies,Waste,16214.60
2701,Other renewable energies,Biomass,13215.40
2701,Hydroelectric power,Hydroelectric power,238.50
2701,Fossil fuel,Natural gas,27680.00
2702,Other renewable energies,Photovoltaic,821.17
2703,Other renewable energies,Photovoltaic,5457.71
2761,Other renewable energies,Photovoltaic,45.67
2762,Other renewable energies,Photovoltaic,5871.27
2762,Fossil fuel,Natural gas,914.00
2763,Other renewable energies,Photovoltaic,3423.08
2763,Fossil fuel,Natural gas,4383.00
2764,Other renewable energies,Photovoltaic,3706.57
2765,Other renewable energies,Photovoltaic,3272.99
2765,Fossil fuel,Natural gas,468.00
2766,Other renewable energies,Biomass,356.00
2766,Other renewable energies,Photovoltaic,5089.46
2766,Hydroelectric power,Hydroelectric power,90000.00
2767,Other renewable energies,Photovoltaic,1382.19
2767,Fossil fuel,Natural gas,172.00
2768,Other renewable energies,Photovoltaic,2364.11
2768,Fossil fuel,Natural gas,200.00
2769,Other renewable energies,Photovoltaic,6443.51
2769,Fossil fuel,Natural gas,2813.00
2769,Hydroelectric power,Hydroelectric power,1200.00
2770,Other renewable energies,Photovoltaic,5230.84
2770,Fossil fuel,Natural gas,354.00
2772,Other renewable energies,Photovoltaic,1080.15
2774,Other renewable energies,Photovoltaic,1441.18
2775,Other renewable energies,Photovoltaic,3663.62
2775,Fossil fuel,Natural gas,338.00
2781,Other renewable energies,Photovoltaic,427.92
2782,Other renewable energies,Photovoltaic,717.28
2783,Other renewable energies,Photovoltaic,55.62
2784,Other renewable energies,Photovoltaic,316.11
2785,Other renewable energies,Photovoltaic,1263.56
2786,Other renewable energies,Photovoltaic,473.29
2786,Hydroelectric power,Hydroelectric power,1775.00
2787,Other renewable energies,Photovoltaic,3461.03
2787,Hydroelectric power,Hydroelectric power,1075.00
2788,Other renewable energies,Biomass,357.00
2788,Other renewable energies,Photovoltaic,806.99
2789,Other renewable energies,Photovoltaic,367.97
2789,Hydroelectric power,Hydroelectric power,340.00
2790,Other renewable energies,Photovoltaic,103.68
2791,Other renewable energies,Photovoltaic,1012.78
2792,Other renewable energies,Photovoltaic,108.26
2793,Hydroelectric power,Hydroelectric power,679.00
2793,Other renewable energies,Photovoltaic,1254.68
2793,Fossil fuel,Natural gas,128.00
2821,Other renewable energies,Photovoltaic,479.64
2822,Other renewable energies,Photovoltaic,436.56
2822,Hydroelectric power,Hydroelectric power,35980.00
2823,Other renewable energies,Photovoltaic,3504.43
2824,Other renewable energies,Photovoltaic,1900.51
2825,Other renewable energies,Biomass,346.00
2825,Other renewable energies,Photovoltaic,2629.02
2826,Other renewable energies,Photovoltaic,662.27
2827,Other renewable energies,Photovoltaic,220.71
2828,Other renewable energies,Photovoltaic,2669.08
2829,Other renewable energies,Biomass,250.00
2829,Other renewable energies,Photovoltaic,6604.36
2829,Fossil fuel,Natural gas,826.00
2830,Other renewable energies,Photovoltaic,1369.66
2831,Other renewable energies,Photovoltaic,7510.72
2831,Fossil fuel,Natural gas,288.00
2832,Other renewable energies,Photovoltaic,579.75
2833,Other renewable energies,Photovoltaic,868.85
2834,Other renewable energies,Photovoltaic,1181.83
2841,Other renewable energies,Photovoltaic,465.10
2842,Other renewable energies,Photovoltaic,698.53
2843,Other renewable energies,Photovoltaic,346.23
2844,Other renewable energies,Photovoltaic,740.57
2845,Other renewable energies,Photovoltaic,405.51
2846,Other renewable energies,Photovoltaic,2905.06
2847,Other renewable energies,Photovoltaic,145.93
2848,Other renewable energies,Photovoltaic,119.46
2849,Other renewable energies,Photovoltaic,1953.63
2850,Other renewable energies,Photovoltaic,405.93
2852,Other renewable energies,Photovoltaic,722.17
2853,Other renewable energies,Photovoltaic,291.17
2854,Other renewable energies,Photovoltaic,231.15
2855,Other renewable energies,Photovoltaic,372.85
2856,Other renewable energies,Photovoltaic,1916.06
2858,Other renewable energies,Photovoltaic,410.59
2859,Other renewable energies,Photovoltaic,135.26
2860,Other renewable energies,Photovoltaic,584.44
2861,Other renewable energies,Photovoltaic,5059.23
2861,Other renewable energies,Biomass,180.00
2862,Other renewable energies,Photovoltaic,313.00
2863,Other renewable energies,Photovoltaic,744.34
2864,Other renewable energies,Photovoltaic,558.91
2865,Other renewable energies,Photovoltaic,486.46
2866,Other renewable energies,Photovoltaic,151.35
2867,Other renewable energies,Photovoltaic,252.28
2868,Other renewable energies,Photovoltaic,1077.83
