ID,Municipality,MainCategory,SubCategory,TotalPower
89,Niederglatt,Other renewable energies,Biomass,250.00
90,Niederhasli,Other renewable energies,Photovoltaic,1219.06
91,Niederweningen,Other renewable energies,Photovoltaic,1682.60
92,Oberglatt,Other renewable energies,Photovoltaic,4006.39
93,Oberweningen,Other renewable energies,Photovoltaic,1341.93
94,Otelfingen,Other renewable energies,Photovoltaic,2788.97
94,Otelfingen,Other renewable energies,Biomass,2980.00
96,Regensdorf,Other renewable energies,Photovoltaic,6506.88
96,Regensdorf,Other renewable energies,Biomass,122.00
97,Rümlang,Other renewable energies,Photovoltaic,4063.88
97,Rümlang,Other renewable energies,Biomass,5.50
97,Rümlang,Fossil fuel,Natural gas,130.00
100,Stadel,Other renewable energies,Photovoltaic,445.70
102,Weiach,Other renewable energies,Photovoltaic,748.45
111,Bäretswil,Other renewable energies,Photovoltaic,9142.25
111,Bäretswil,Other renewable energies,Waste,20200.00
111,Bäretswil,Other renewable energies,Biomass,60.00
111,Bäretswil,Hydroelectric power,Hydroelectric power,70.00
112,Bubikon,Other renewable energies,Photovoltaic,4665.05
112,Bubikon,Other renewable energies,Biomass,28.00
112,Bubikon,Hydroelectric power,Hydroelectric power,22.50
113,Dürnten,Other renewable energies,Photovoltaic,11960.37
113,Dürnten,Other renewable energies,Biomass,110.00
113,Dürnten,Hydroelectric power,Hydroelectric power,1022.00
114,Fischenthal,Other renewable energies,Photovoltaic,2546.94
115,Gossau (ZH),Other renewable energies,Photovoltaic,8608.10
115,Gossau (ZH),Other renewable energies,Biomass,45.00
115,Gossau (ZH),Hydroelectric power,Hydroelectric power,19.00
117,Hinwil,Other renewable energies,Photovoltaic,856.67
119,Seegräben,Other renewable energies,Photovoltaic,935.15
119,Seegräben,Hydroelectric power,Hydroelectric power,245.00
120,Wald (ZH),Other renewable energies,Photovoltaic,883.68
121,Wetzikon (ZH),Other renewable energies,Photovoltaic,10155.94
121,Wetzikon (ZH),Hydroelectric power,Hydroelectric power,270.00
131,Adliswil,Other renewable energies,Photovoltaic,1641.90
131,Adliswil,Other renewable energies,Biomass,75.00
135,Kilchberg (ZH),Other renewable energies,Photovoltaic,1961.68
135,Kilchberg (ZH),Other renewable energies,Biomass,1.00
137,Oberrieden,Other renewable energies,Photovoltaic,786.41
138,Richterswil,Other renewable energies,Photovoltaic,3565.67
138,Richterswil,Other renewable energies,Biomass,320.00
138,Richterswil,Hydroelectric power,Hydroelectric power,11.00
141,Thalwil,Other renewable energies,Photovoltaic,3368.24
141,Thalwil,Other renewable energies,Biomass,65.00
151,Erlenbach (ZH),Other renewable energies,Photovoltaic,1109.92
152,Herrliberg,Other renewable energies,Photovoltaic,2032.37
153,Hombrechtikon,Other renewable energies,Photovoltaic,3124.70
154,Küsnacht (ZH),Other renewable energies,Photovoltaic,4382.66
154,Küsnacht (ZH),Other renewable energies,Biomass,343.00
154,Küsnacht (ZH),Hydroelectric power,Hydroelectric power,95.00
154,Küsnacht (ZH),Fossil fuel,Natural gas,90.00
155,Männedorf,Other renewable energies,Photovoltaic,3556.44
155,Männedorf,Other renewable energies,Biomass,115.00
156,Meilen,Other renewable energies,Photovoltaic,3047.04
158,Stäfa,Other renewable energies,Photovoltaic,4223.83
159,Uetikon am See,Other renewable energies,Photovoltaic,2346.55
160,Zumikon,Other renewable energies,Photovoltaic,1374.93
161,Zollikon,Other renewable energies,Photovoltaic,1537.54
172,Fehraltorf,Other renewable energies,Photovoltaic,5340.25
172,Fehraltorf,Other renewable energies,Biomass,50.00
173,Hittnau,Other renewable energies,Photovoltaic,2884.26
176,Lindau,Other renewable energies,Biomass,555.00
176,Lindau,Other renewable energies,Photovoltaic,2637.22
177,Pfäffikon,Other renewable energies,Photovoltaic,4883.07
177,Pfäffikon,Other renewable energies,Biomass,80.00
177,Pfäffikon,Hydroelectric power,Hydroelectric power,45.00
178,Russikon,Other renewable energies,Photovoltaic,1864.61
180,Weisslingen,Other renewable energies,Photovoltaic,1843.63
181,Wila,Other renewable energies,Photovoltaic,2309.93
182,Wildberg,Other renewable energies,Photovoltaic,2649.79
191,Dübendorf,Other renewable energies,Photovoltaic,5321.06
191,Dübendorf,Other renewable energies,Biomass,25.00
192,Egg,Other renewable energies,Photovoltaic,3213.32
193,Fällanden,Other renewable energies,Biomass,175.00
193,Fällanden,Other renewable energies,Photovoltaic,1900.11
194,Greifensee,Other renewable energies,Photovoltaic,2205.57
195,Maur,Other renewable energies,Photovoltaic,1763.58
198,Uster,Other renewable energies,Photovoltaic,9050.08
198,Uster,Other renewable energies,Biomass,215.00
198,Uster,Hydroelectric power,Hydroelectric power,972.00
199,Volketswil,Other renewable energies,Photovoltaic,10945.71
199,Volketswil,Other renewable energies,Biomass,80.00
200,Wangen-Brüttisellen,Other renewable energies,Photovoltaic,1947.72
211,Altikon,Other renewable energies,Photovoltaic,647.79
213,Brütten,Other renewable energies,Photovoltaic,996.90
213,Brütten,Other renewable energies,Wind energy,13.40
214,Dägerlen,Other renewable energies,Photovoltaic,569.57
215,Dättlikon,Other renewable energies,Photovoltaic,619.20
216,Dinhard,Other renewable energies,Photovoltaic,1177.58
218,Ellikon an der Thur,Other renewable energies,Photovoltaic,619.91
219,Elsau,Other renewable energies,Photovoltaic,1919.86
219,Elsau,Hydroelectric power,Hydroelectric power,5.50
220,Hagenbuch,Other renewable energies,Photovoltaic,19497.50
220,Hagenbuch,Other renewable energies,Biomass,6235.00
220,Hagenbuch,Hydroelectric power,Hydroelectric power,229.30
221,Hettlingen,Other renewable energies,Photovoltaic,1407.09
223,Neftenbach,Other renewable energies,Photovoltaic,2664.98
223,Neftenbach,Hydroelectric power,Hydroelectric power,435.00
224,Pfungen,Other renewable energies,Photovoltaic,2200.27
224,Pfungen,Other renewable energies,Biomass,66.00
225,Rickenbach (ZH),Other renewable energies,Photovoltaic,1031.04
226,Schlatt (ZH),Hydroelectric power,Hydroelectric power,18.00
226,Schlatt (ZH),Other renewable energies,Photovoltaic,5760.48
227,Seuzach,Other renewable energies,Photovoltaic,2309.07
228,Turbenthal,Other renewable energies,Photovoltaic,710.78
230,Winterthur,Other renewable energies,Photovoltaic,32332.82
230,Winterthur,Other renewable energies,Biomass,549.00
230,Winterthur,Other renewable energies,Wind energy,21.00
230,Winterthur,Hydroelectric power,Hydroelectric power,2211.00
230,Winterthur,Fossil fuel,Natural gas,140.00
231,Zell (ZH),Hydroelectric power,Hydroelectric power,724.00
231,Zell (ZH),Other renewable energies,Photovoltaic,1569.24
241,Aesch (ZH),Other renewable energies,Photovoltaic,803.91
242,Birmensdorf (ZH),Other renewable energies,Photovoltaic,5581.42
242,Birmensdorf (ZH),Other renewable energies,Biomass,100.00
243,Dietikon,Other renewable energies,Photovoltaic,5720.47
243,Dietikon,Other renewable energies,Waste,9500.00
243,Dietikon,Other renewable energies,Biomass,380.00
243,Dietikon,Hydroelectric power,Hydroelectric power,4270.00
244,Geroldswil,Other renewable energies,Photovoltaic,985.00
245,Oberengstringen,Other renewable energies,Photovoltaic,361.96
246,Oetwil an der Limmat,Other renewable energies,Photovoltaic,444.69
247,Schlieren,Other renewable energies,Photovoltaic,10148.68
247,Schlieren,Other renewable energies,Biomass,128.00
247,Schlieren,Other renewable energies,Wind energy,2.10
247,Schlieren,Fossil fuel,Natural gas,70.00
249,Unterengstringen,Other renewable energies,Photovoltaic,426.83
251,Weiningen (ZH),Other renewable energies,Photovoltaic,1375.74
251,Weiningen (ZH),Other renewable energies,Biomass,3500.00
261,Zürich,Other renewable energies,Photovoltaic,40956.56
261,Zürich,Other renewable energies,Waste,19600.00
261,Zürich,Other renewable energies,Biomass,2710.00
261,Zürich,Hydroelectric power,Hydroelectric power,4516.00
261,Zürich,Fossil fuel,Natural gas,375.00
292,Stammheim,Other renewable energies,Photovoltaic,4469.41
293,Wädenswil,Other renewable energies,Photovoltaic,7671.20
293,Wädenswil,Other renewable energies,Biomass,225.00
293,Wädenswil,Other renewable energies,Wind energy,19.80
293,Wädenswil,Hydroelectric power,Hydroelectric power,2591.80
294,Elgg,Other renewable energies,Photovoltaic,6912.88
294,Elgg,Other renewable energies,Biomass,60.00
294,Elgg,Hydroelectric power,Hydroelectric power,15.00
295,Horgen,Other renewable energies,Photovoltaic,5071.85
295,Horgen,Other renewable energies,Biomass,65.00
295,Horgen,Other renewable energies,Waste,3100.00
295,Horgen,Hydroelectric power,Hydroelectric power,334.00
295,Horgen,Fossil fuel,Natural gas,800.00
296,Illnau-Effretikon,Other renewable energies,Photovoltaic,199.59
297,Bauma,Other renewable energies,Photovoltaic,142.30
298,Wiesendangen,Other renewable energies,Photovoltaic,2538.37
301,Aarberg,Other renewable energies,Photovoltaic,13595.40
301,Aarberg,Other renewable energies,Biomass,13516.00
301,Aarberg,Hydroelectric power,Hydroelectric power,15000.00
302,Bargen (BE),Other renewable energies,Photovoltaic,2735.48
302,Bargen (BE),Hydroelectric power,Hydroelectric power,23300.00
303,Grossaffoltern,Other renewable energies,Photovoltaic,2627.76
303,Grossaffoltern,Fossil fuel,Crude oil,5.30
304,Kallnach,Other renewable energies,Photovoltaic,1156.83
305,Kappelen,Other renewable energies,Photovoltaic,818.65
306,Lyss,Other renewable energies,Photovoltaic,5661.94
307,Meikirch,Other renewable energies,Photovoltaic,2210.69
309,Radelfingen,Other renewable energies,Photovoltaic,1044.81
310,Rapperswil (BE),Other renewable energies,Photovoltaic,6937.86
311,Schüpfen,Other renewable energies,Photovoltaic,2366.89
311,Schüpfen,Other renewable energies,Biomass,190.00
311,Schüpfen,Hydroelectric power,Hydroelectric power,12.50
312,Seedorf (BE),Other renewable energies,Photovoltaic,2094.10
321,Aarwangen,Other renewable energies,Photovoltaic,5428.77
322,Auswil,Other renewable energies,Photovoltaic,4143.36
322,Auswil,Hydroelectric power,Hydroelectric power,25.00
323,Bannwil,Other renewable energies,Photovoltaic,787.25
323,Bannwil,Hydroelectric power,Hydroelectric power,28500.00
324,Bleienbach,Other renewable energies,Photovoltaic,451.84
325,Busswil bei Melchnau,Other renewable energies,Photovoltaic,1718.23
326,Gondiswil,Other renewable energies,Photovoltaic,1098.28
326,Gondiswil,Hydroelectric power,Hydroelectric power,6.00
329,Langenthal,Other renewable energies,Photovoltaic,10677.21
329,Langenthal,Other renewable energies,Biomass,97.00
331,Lotzwil,Hydroelectric power,Hydroelectric power,95.00
331,Lotzwil,Other renewable energies,Photovoltaic,1792.57
332,Madiswil,Other renewable energies,Photovoltaic,2985.12
332,Madiswil,Other renewable energies,Biomass,300.00
332,Madiswil,Hydroelectric power,Hydroelectric power,70.00
333,Melchnau,Other renewable energies,Photovoltaic,4550.38
333,Melchnau,Other renewable energies,Biomass,65.00
333,Melchnau,Hydroelectric power,Hydroelectric power,7.00
335,Oeschenbach,Other renewable energies,Photovoltaic,221.91
337,Roggwil (BE),Other renewable energies,Photovoltaic,2121.28
337,Roggwil (BE),Hydroelectric power,Hydroelectric power,237.00
340,Rütschelen,Other renewable energies,Photovoltaic,404.38
341,Schwarzhäusern,Other renewable energies,Photovoltaic,196.56
344,Ursenbach,Other renewable energies,Photovoltaic,1542.04
345,Wynau,Other renewable energies,Photovoltaic,617.89
345,Wynau,Hydroelectric power,Hydroelectric power,20200.00
351,Bern,Hydroelectric power,Hydroelectric power,17370.40
351,Bern,Other renewable energies,Photovoltaic,41371.43
351,Bern,Other renewable energies,Biomass,34410.00
351,Bern,Other renewable energies,Waste,17000.00
351,Bern,Fossil fuel,Natural gas,92888.50
352,Bolligen,Other renewable energies,Photovoltaic,5727.10
352,Bolligen,Other renewable energies,Biomass,440.00
352,Bolligen,Hydroelectric power,Hydroelectric power,45.00
353,Bremgarten bei Bern,Other renewable energies,Photovoltaic,1765.32
354,Kirchlindach,Other renewable energies,Photovoltaic,1637.16
355,Köniz,Other renewable energies,Photovoltaic,7548.73
355,Köniz,Other renewable energies,Biomass,250.00
355,Köniz,Fossil fuel,Natural gas,294.00
355,Köniz,Hydroelectric power,Hydroelectric power,24.00
356,Muri bei Bern,Other renewable energies,Photovoltaic,6703.64
356,Muri bei Bern,Hydroelectric power,Hydroelectric power,30.00
357,Oberbalm,Other renewable energies,Photovoltaic,1687.53
357,Oberbalm,Other renewable energies,Biomass,5.40
358,Stettlen,Other renewable energies,Photovoltaic,2200.81
358,Stettlen,Hydroelectric power,Hydroelectric power,6.00
359,Vechigen,Other renewable energies,Photovoltaic,1912.93
360,Wohlen bei Bern,Other renewable energies,Photovoltaic,4832.94
360,Wohlen bei Bern,Hydroelectric power,Hydroelectric power,20.00
361,Zollikofen,Other renewable energies,Photovoltaic,4850.06
371,Biel/Bienne,Other renewable energies,Photovoltaic,14179.74
371,Biel/Bienne,Other renewable energies,Waste,4050.00
371,Biel/Bienne,Hydroelectric power,Hydroelectric power,3920.00
372,Evilard,Other renewable energies,Photovoltaic,677.50
381,Arch,Other renewable energies,Photovoltaic,949.39
382,Büetigen,Other renewable energies,Photovoltaic,1959.41
383,Büren an der Aare,Other renewable energies,Photovoltaic,2634.13
385,Diessbach bei Büren,Other renewable energies,Biomass,400.00
385,Diessbach bei Büren,Other renewable energies,Photovoltaic,1067.83
386,Dotzigen,Other renewable energies,Photovoltaic,1347.63
387,Lengnau (BE),Other renewable energies,Photovoltaic,1908.82
388,Leuzigen,Other renewable energies,Photovoltaic,839.28
390,Meinisberg,Other renewable energies,Photovoltaic,550.74
391,Oberwil bei Büren,Other renewable energies,Photovoltaic,804.67
392,Pieterlen,Other renewable energies,Photovoltaic,1760.01
393,Rüti bei Büren,Other renewable energies,Photovoltaic,440.89
401,Aefligen,Other renewable energies,Photovoltaic,744.36
401,Aefligen,Other renewable energies,Biomass,120.00
401,Aefligen,Hydroelectric power,Hydroelectric power,33.00
402,Alchenstorf,Other renewable energies,Photovoltaic,551.48
402,Alchenstorf,Hydroelectric power,Hydroelectric power,13.00
403,Bäriswil,Other renewable energies,Photovoltaic,494.58
404,Burgdorf,Other renewable energies,Photovoltaic,13878.06
404,Burgdorf,Hydroelectric power,Hydroelectric power,606.00
405,Ersigen,Other renewable energies,Photovoltaic,9129.60
405,Ersigen,Other renewable energies,Biomass,56.50
405,Ersigen,Hydroelectric power,Hydroelectric power,231.00
406,Hasle bei Burgdorf,Other renewable energies,Photovoltaic,7011.15
406,Hasle bei Burgdorf,Other renewable energies,Biomass,105.30
406,Hasle bei Burgdorf,Hydroelectric power,Hydroelectric power,727.50
407,Heimiswil,Other renewable energies,Photovoltaic,2097.80
408,Hellsau,Other renewable energies,Photovoltaic,755.29
409,Hindelbank,Other renewable energies,Photovoltaic,6964.88
409,Hindelbank,Other renewable energies,Biomass,160.00
411,Kernenried,Other renewable energies,Photovoltaic,815.55
424,Wynigen,Other renewable energies,Photovoltaic,816.85
431,Corgémont,Other renewable energies,Photovoltaic,5853.57
431,Corgémont,Other renewable energies,Wind energy,6.00
432,Cormoret,Other renewable energies,Photovoltaic,4032.59
432,Cormoret,Other renewable energies,Wind energy,37200.00
432,Cormoret,Hydroelectric power,Hydroelectric power,160.00
433,Cortébert,Hydroelectric power,Hydroelectric power,18.00
433,Cortébert,Other renewable energies,Photovoltaic,619.36
435,La Ferrière,Other renewable energies,Photovoltaic,765.86
438,Orvin,Hydroelectric power,Hydroelectric power,4612.00
438,Orvin,Other renewable energies,Photovoltaic,75.97
441,Renan (BE),Other renewable energies,Photovoltaic,501.70
442,Romont (BE),Hydroelectric power,Hydroelectric power,252.00
442,Romont (BE),Other renewable energies,Photovoltaic,541.94
443,Saint-Imier,Other renewable energies,Photovoltaic,2041.71
443,Saint-Imier,Other renewable energies,Wind energy,6906.50
444,Sonceboz-Sombeval,Hydroelectric power,Hydroelectric power,353.00
444,Sonceboz-Sombeval,Other renewable energies,Photovoltaic,812.57
445,Sonvilier,Other renewable energies,Photovoltaic,594.27
446,Tramelan,Other renewable energies,Photovoltaic,445.55
449,Sauge,Other renewable energies,Photovoltaic,223.68
450,Péry-La Heutte,Other renewable energies,Photovoltaic,3804.11
450,Péry-La Heutte,Hydroelectric power,Hydroelectric power,165.00
491,Brüttelen,Other renewable energies,Photovoltaic,378.03
492,Erlach,Other renewable energies,Photovoltaic,4251.14
493,Finsterhennen,Other renewable energies,Photovoltaic,1093.35
494,Gals,Other renewable energies,Photovoltaic,3956.42
495,Gampelen,Other renewable energies,Photovoltaic,1038.19
497,Lüscherz,Other renewable energies,Photovoltaic,2296.20
497,Lüscherz,Other renewable energies,Biomass,35.00
497,Lüscherz,Hydroelectric power,Hydroelectric power,24420.00
498,Müntschemier,Other renewable energies,Photovoltaic,2156.03
502,Vinelz,Other renewable energies,Photovoltaic,572.62
533,Bätterkinden,Other renewable energies,Photovoltaic,8496.24
533,Bätterkinden,Other renewable energies,Biomass,330.00
533,Bätterkinden,Hydroelectric power,Hydroelectric power,951.00
538,Fraubrunnen,Other renewable energies,Photovoltaic,4843.61
540,Jegenstorf,Other renewable energies,Photovoltaic,4726.66
543,Mattstetten,Other renewable energies,Photovoltaic,4096.76
544,Moosseedorf,Other renewable energies,Photovoltaic,2548.30
544,Moosseedorf,Other renewable energies,Biomass,320.00
552,Utzenstorf,Other renewable energies,Photovoltaic,3424.77
552,Utzenstorf,Other renewable energies,Biomass,400.00
552,Utzenstorf,Hydroelectric power,Hydroelectric power,478.80
554,Wiler bei Utzenstorf,Other renewable energies,Photovoltaic,1025.27
554,Wiler bei Utzenstorf,Hydroelectric power,Hydroelectric power,779.00
556,Zielebach,Other renewable energies,Photovoltaic,1690.08
556,Zielebach,Hydroelectric power,Hydroelectric power,22.00
561,Adelboden,Other renewable energies,Photovoltaic,2955.57
561,Adelboden,Other renewable energies,Biomass,50.00
561,Adelboden,Hydroelectric power,Hydroelectric power,1813.40
562,Aeschi bei Spiez,Other renewable energies,Photovoltaic,3364.39
562,Aeschi bei Spiez,Hydroelectric power,Hydroelectric power,36.00
563,Frutigen,Other renewable energies,Biomass,130.00
563,Frutigen,Other renewable energies,Photovoltaic,7021.32
563,Frutigen,Hydroelectric power,Hydroelectric power,19455.60
564,Kandergrund,Hydroelectric power,Hydroelectric power,11.00
564,Kandergrund,Other renewable energies,Photovoltaic,10.85
565,Kandersteg,Hydroelectric power,Hydroelectric power,3408.00
565,Kandersteg,Other renewable energies,Photovoltaic,894.79
566,Krattigen,Other renewable energies,Photovoltaic,992.10
567,Reichenbach im Kandertal,Other renewable energies,Photovoltaic,583.30
567,Reichenbach im Kandertal,Hydroelectric power,Hydroelectric power,30.00
571,Beatenberg,Other renewable energies,Photovoltaic,6394.98
571,Beatenberg,Other renewable energies,Biomass,170.00
571,Beatenberg,Hydroelectric power,Hydroelectric power,1916.00
572,Bönigen,Other renewable energies,Photovoltaic,1417.90
573,Brienz (BE),Other renewable energies,Photovoltaic,2526.53
573,Brienz (BE),Hydroelectric power,Hydroelectric power,1398.00
574,Brienzwiler,Hydroelectric power,Hydroelectric power,16514.50
574,Brienzwiler,Other renewable energies,Biomass,60.00
574,Brienzwiler,Other renewable energies,Photovoltaic,2027.21
575,Därligen,Other renewable energies,Photovoltaic,606.92
576,Grindelwald,Other renewable energies,Photovoltaic,1169.87
576,Grindelwald,Other renewable energies,Biomass,90.00
576,Grindelwald,Hydroelectric power,Hydroelectric power,13363.00
577,Gsteigwiler,Other renewable energies,Photovoltaic,1502.30
577,Gsteigwiler,Hydroelectric power,Hydroelectric power,1224.00
578,Gündlischwand,Other renewable energies,Photovoltaic,32.83
579,Habkern,Hydroelectric power,Hydroelectric power,64.00
579,Habkern,Other renewable energies,Photovoltaic,1882.41
579,Habkern,Other renewable energies,Wind energy,6.00
580,Hofstetten bei Brienz,Other renewable energies,Photovoltaic,546.55
580,Hofstetten bei Brienz,Hydroelectric power,Hydroelectric power,41.00
582,Iseltwald,Hydroelectric power,Hydroelectric power,7.50
582,Iseltwald,Other renewable energies,Photovoltaic,44.75
584,Lauterbrunnen,Other renewable energies,Photovoltaic,266.85
584,Lauterbrunnen,Other renewable energies,Biomass,100.00
584,Lauterbrunnen,Hydroelectric power,Hydroelectric power,4704.00
588,Niederried bei Interlaken,Other renewable energies,Photovoltaic,263.35
589,Oberried am Brienzersee,Other renewable energies,Photovoltaic,329.05
590,Ringgenberg (BE),Other renewable energies,Photovoltaic,1212.68
591,Saxeten,Other renewable energies,Photovoltaic,6.00
602,Arni (BE),Other renewable energies,Photovoltaic,1857.33
602,Arni (BE),Hydroelectric power,Hydroelectric power,33.00
605,Bowil,Other renewable energies,Photovoltaic,3163.54
605,Bowil,Hydroelectric power,Hydroelectric power,11.50
606,Brenzikofen,Other renewable energies,Photovoltaic,645.84
606,Brenzikofen,Hydroelectric power,Hydroelectric power,12.00
607,Freimettigen,Other renewable energies,Photovoltaic,3946.60
607,Freimettigen,Other renewable energies,Biomass,60.00
608,Grosshöchstetten,Other renewable energies,Photovoltaic,1726.04
611,Kiesen,Other renewable energies,Photovoltaic,6032.74
611,Kiesen,Other renewable energies,Biomass,300.00
611,Kiesen,Hydroelectric power,Hydroelectric power,20.00
612,Konolfingen,Other renewable energies,Photovoltaic,361.25
613,Landiswil,Other renewable energies,Photovoltaic,1579.70
614,Linden,Other renewable energies,Photovoltaic,2288.09
615,Mirchel,Other renewable energies,Photovoltaic,1418.46
616,Münsingen,Other renewable energies,Photovoltaic,9329.81
616,Münsingen,Fossil fuel,Natural gas,1216.00
617,Niederhünigen,Other renewable energies,Photovoltaic,548.97
617,Niederhünigen,Hydroelectric power,Hydroelectric power,27.00
619,Oberdiessbach,Other renewable energies,Photovoltaic,212.13
623,Rubigen,Other renewable energies,Photovoltaic,2455.60
623,Rubigen,Other renewable energies,Biomass,16.00
627,Worb,Other renewable energies,Photovoltaic,2382.32
662,Ferenbalm,Other renewable energies,Photovoltaic,4939.53
662,Ferenbalm,Other renewable energies,Biomass,330.00
662,Ferenbalm,Hydroelectric power,Hydroelectric power,16.00
663,Frauenkappelen,Other renewable energies,Photovoltaic,714.16
665,Gurbrü,Other renewable energies,Photovoltaic,3130.77
665,Gurbrü,Other renewable energies,Biomass,35.00
666,Kriechenwil,Other renewable energies,Photovoltaic,450.55
668,Mühleberg,Other renewable energies,Photovoltaic,2667.81
668,Mühleberg,Hydroelectric power,Hydroelectric power,45000.00
669,Münchenwiler,Other renewable energies,Photovoltaic,367.29
670,Neuenegg,Other renewable energies,Photovoltaic,1804.37
681,Belprahon,Other renewable energies,Photovoltaic,205.58
687,Corcelles (BE),Other renewable energies,Photovoltaic,362.83
690,Court,Other renewable energies,Photovoltaic,730.16
691,Crémines,Other renewable energies,Photovoltaic,785.39
692,Eschert,Other renewable energies,Photovoltaic,94.45
694,Grandval,Other renewable energies,Photovoltaic,208.44
696,Loveresse,Other renewable energies,Photovoltaic,183.03
700,Moutier,Other renewable energies,Photovoltaic,1380.46
700,Moutier,Hydroelectric power,Hydroelectric power,2165.00
701,Perrefitte,Other renewable energies,Photovoltaic,215.62
703,Reconvilier,Other renewable energies,Photovoltaic,1456.46
704,Roches (BE),Hydroelectric power,Hydroelectric power,5.50
704,Roches (BE),Other renewable energies,Biomass,50.00
704,Roches (BE),Other renewable energies,Photovoltaic,65.78
706,Saicourt,Other renewable energies,Photovoltaic,329.46
708,Schelten,Other renewable energies,Photovoltaic,325.83
711,Sorvilier,Other renewable energies,Photovoltaic,241.23
715,Rebévelier,Other renewable energies,Photovoltaic,232.89
716,Petit-Val,Other renewable energies,Photovoltaic,439.49
723,La Neuveville,Other renewable energies,Photovoltaic,2808.64
723,La Neuveville,Other renewable energies,Biomass,629.00
724,Nods,Other renewable energies,Photovoltaic,619.05
726,Plateau de Diesse,Other renewable energies,Photovoltaic,1952.80
726,Plateau de Diesse,Other renewable energies,Wind energy,3.00
726,Plateau de Diesse,Other renewable energies,Biomass,56.00
731,Aegerten,Other renewable energies,Photovoltaic,1139.41
732,Bellmund,Other renewable energies,Photovoltaic,3712.24
733,Brügg,Other renewable energies,Photovoltaic,5134.85
733,Brügg,Hydroelectric power,Hydroelectric power,5200.00
734,Bühl,Other renewable energies,Photovoltaic,871.55
735,Epsach,Other renewable energies,Photovoltaic,1966.98
738,Jens,Other renewable energies,Photovoltaic,632.01
740,Ligerz,Hydroelectric power,Hydroelectric power,75.00
740,Ligerz,Other renewable energies,Photovoltaic,159.71
742,Mörigen,Other renewable energies,Photovoltaic,1161.01
743,Nidau,Other renewable energies,Photovoltaic,1141.53
746,Safnern,Other renewable energies,Photovoltaic,826.28
747,Scheuren,Other renewable energies,Photovoltaic,735.10
756,Twann-Tüscherz,Other renewable energies,Photovoltaic,140.16
761,Därstetten,Other renewable energies,Photovoltaic,545.86
761,Därstetten,Hydroelectric power,Hydroelectric power,383.00
762,Diemtigen,Other renewable energies,Photovoltaic,1373.16
762,Diemtigen,Other renewable energies,Biomass,20.00
763,Erlenbach im Simmental,Hydroelectric power,Hydroelectric power,18445.00
763,Erlenbach im Simmental,Other renewable energies,Photovoltaic,1675.99
766,Oberwil im Simmental,Other renewable energies,Photovoltaic,722.27
766,Oberwil im Simmental,Hydroelectric power,Hydroelectric power,2850.00
767,Reutigen,Other renewable energies,Photovoltaic,503.25
768,Spiez,Other renewable energies,Photovoltaic,9790.13
768,Spiez,Other renewable energies,Biomass,660.00
768,Spiez,Hydroelectric power,Hydroelectric power,26900.00
769,Wimmis,Other renewable energies,Photovoltaic,1298.92
769,Wimmis,Other renewable energies,Biomass,24.80
769,Wimmis,Hydroelectric power,Hydroelectric power,9105.40
770,Stocken-Höfen,Hydroelectric power,Hydroelectric power,30.00
770,Stocken-Höfen,Other renewable energies,Photovoltaic,592.30
782,Guttannen,Hydroelectric power,Hydroelectric power,2741.00
782,Guttannen,Other renewable energies,Photovoltaic,3.00
783,Hasliberg,Other renewable energies,Photovoltaic,642.44
783,Hasliberg,Hydroelectric power,Hydroelectric power,100.00
784,Innertkirchen,Hydroelectric power,Hydroelectric power,1339644.00
784,Innertkirchen,Other renewable energies,Photovoltaic,630.54
785,Meiringen,Other renewable energies,Photovoltaic,8.61
791,Boltigen,Other renewable energies,Photovoltaic,1888.36
791,Boltigen,Other renewable energies,Biomass,37.00
791,Boltigen,Hydroelectric power,Hydroelectric power,22.00
792,Lenk,Hydroelectric power,Hydroelectric power,2545.00
792,Lenk,Other renewable energies,Photovoltaic,2530.02
793,St. Stephan,Other renewable energies,Photovoltaic,1008.37
793,St. Stephan,Hydroelectric power,Hydroelectric power,586.50
794,Zweisimmen,Other renewable energies,Photovoltaic,683.31
841,Gsteig,Other renewable energies,Photovoltaic,462.10
841,Gsteig,Hydroelectric power,Hydroelectric power,18788.10
842,Lauenen,Hydroelectric power,Hydroelectric power,1140.00
842,Lauenen,Other renewable energies,Photovoltaic,151.01
843,Saanen,Other renewable energies,Photovoltaic,4154.93
843,Saanen,Other renewable energies,Biomass,130.00
843,Saanen,Hydroelectric power,Hydroelectric power,48.00
852,Guggisberg,Other renewable energies,Photovoltaic,3019.13
853,Rüschegg,Other renewable energies,Photovoltaic,2111.14
853,Rüschegg,Hydroelectric power,Hydroelectric power,11.00
855,Schwarzenburg,Other renewable energies,Photovoltaic,1700.57
861,Belp,Other renewable energies,Photovoltaic,8824.19
861,Belp,Hydroelectric power,Hydroelectric power,19.00
863,Burgistein,Other renewable energies,Photovoltaic,2753.49
867,Gurzelen,Other renewable energies,Photovoltaic,631.72
869,Kaufdorf,Other renewable energies,Photovoltaic,984.10
869,Kaufdorf,Other renewable energies,Biomass,60.00
872,Kirchdorf (BE),Other renewable energies,Photovoltaic,1583.74
877,Niedermuhlern,Other renewable energies,Photovoltaic,323.14
879,Riggisberg,Other renewable energies,Photovoltaic,1936.80
879,Riggisberg,Hydroelectric power,Hydroelectric power,8.80
880,Rüeggisberg,Other renewable energies,Photovoltaic,1753.07
