ID,Municipality,MainCategory,SubCategory,TotalPower
2830,Lupsingen,Other renewable energies,Photovoltaic,1372.78
2832,Ramlinsburg,Other renewable energies,Photovoltaic,579.75
2833,Seltisberg,Other renewable energies,Photovoltaic,868.85
2834,Ziefen,Other renewable energies,Photovoltaic,1181.83
2841,Anwil,Other renewable energies,Photovoltaic,465.10
2842,Böckten,Other renewable energies,Photovoltaic,5757.76
2842,Böckten,Other renewable energies,Biomass,180.00
2843,Buckten,Other renewable energies,Photovoltaic,1033.35
2844,Buus,Other renewable energies,Photovoltaic,1098.75
2845,Diepflingen,Other renewable energies,Photovoltaic,405.51
2846,Gelterkinden,Other renewable energies,Photovoltaic,2905.06
2847,Häfelfingen,Other renewable energies,Photovoltaic,730.81
2848,Hemmiken,Other renewable energies,Photovoltaic,2517.59
2849,Itingen,Other renewable energies,Photovoltaic,1964.94
2851,Kilchberg (BL),Other renewable energies,Photovoltaic,643.49
2852,Läufelfingen,Other renewable energies,Photovoltaic,308.44
2853,Maisprach,Other renewable energies,Photovoltaic,442.52
2854,Nusshof,Other renewable energies,Photovoltaic,231.15
2855,Oltingen,Other renewable energies,Photovoltaic,372.85
2858,Rothenfluh,Other renewable energies,Photovoltaic,410.59
2860,Rünenberg,Other renewable energies,Photovoltaic,584.44
2862,Tecknau,Other renewable energies,Photovoltaic,313.00
2863,Tenniken,Other renewable energies,Photovoltaic,1018.36
2864,Thürnen,Other renewable energies,Photovoltaic,577.15
2865,Wenslingen,Other renewable energies,Photovoltaic,1077.83
2865,Wenslingen,Other renewable energies,Biomass,130.00
2869,Zunzgen,Other renewable energies,Photovoltaic,1289.17
2881,Arboldswil,Other renewable energies,Photovoltaic,542.99
2882,Bennwil,Other renewable energies,Photovoltaic,3590.56
2883,Bretzwil,Other renewable energies,Photovoltaic,739.78
2887,Lampenberg,Other renewable energies,Photovoltaic,244.79
2889,Lauwil,Other renewable energies,Photovoltaic,300.90
2890,Liedertswil,Other renewable energies,Photovoltaic,1167.66
2891,Niederdorf,Other renewable energies,Photovoltaic,1047.93
2895,Waldenburg,Other renewable energies,Photovoltaic,696.95
2901,Gächlingen,Other renewable energies,Photovoltaic,3388.70
2901,Gächlingen,Other renewable energies,Biomass,18.00
2903,Löhningen,Other renewable energies,Photovoltaic,1105.90
2904,Neunkirch,Other renewable energies,Photovoltaic,2805.98
2914,Büttenhardt,Other renewable energies,Photovoltaic,6940.93
2914,Büttenhardt,Hydroelectric power,Hydroelectric power,5040.00
2915,Dörflingen,Other renewable energies,Photovoltaic,377.12
2917,Lohn (SH),Other renewable energies,Photovoltaic,413.80
2919,Stetten (SH),Other renewable energies,Photovoltaic,403.74
2920,Thayngen,Other renewable energies,Photovoltaic,2930.14
2920,Thayngen,Other renewable energies,Biomass,940.80
2931,Bargen (SH),Other renewable energies,Photovoltaic,531.17
2932,Beringen,Other renewable energies,Photovoltaic,3394.68
2933,Buchberg,Other renewable energies,Photovoltaic,1143.39
2936,Merishausen,Other renewable energies,Photovoltaic,587.96
2939,Schaffhausen,Other renewable energies,Photovoltaic,5840.37
2951,Beggingen,Other renewable energies,Photovoltaic,285.12
2961,Buch (SH),Other renewable energies,Photovoltaic,514.39
2962,Hemishofen,Other renewable energies,Photovoltaic,1272.43
2963,Ramsen,Other renewable energies,Photovoltaic,994.93
2963,Ramsen,Other renewable energies,Biomass,720.00
2964,Stein am Rhein,Other renewable energies,Photovoltaic,1259.13
2964,Stein am Rhein,Other renewable energies,Biomass,60.00
2971,Hallau,Other renewable energies,Photovoltaic,2117.17
2971,Hallau,Other renewable energies,Biomass,85.00
2971,Hallau,Hydroelectric power,Hydroelectric power,378.75
2972,Oberhallau,Other renewable energies,Photovoltaic,412.16
2973,Trasadingen,Other renewable energies,Photovoltaic,866.12
2974,Wilchingen,Other renewable energies,Photovoltaic,281.27
3001,Herisau,Other renewable energies,Photovoltaic,22249.89
3001,Herisau,Other renewable energies,Biomass,2065.00
3001,Herisau,Hydroelectric power,Hydroelectric power,199.00
3002,Hundwil,Other renewable energies,Photovoltaic,6076.51
3002,Hundwil,Hydroelectric power,Hydroelectric power,1490.00
3003,Schönengrund,Other renewable energies,Photovoltaic,1039.40
3004,Schwellbrunn,Other renewable energies,Photovoltaic,6052.23
3004,Schwellbrunn,Hydroelectric power,Hydroelectric power,112.00
3005,Stein (AR),Other renewable energies,Photovoltaic,3609.17
3005,Stein (AR),Other renewable energies,Biomass,323.00
3005,Stein (AR),Other renewable energies,Waste,5700.00
3005,Stein (AR),Hydroelectric power,Hydroelectric power,17216.50
3005,Stein (AR),Fossil fuel,Natural gas,2032.00
3021,Bühler,Other renewable energies,Photovoltaic,3006.39
3021,Bühler,Other renewable energies,Biomass,25.00
3021,Bühler,Hydroelectric power,Hydroelectric power,15.00
3022,Gais,Other renewable energies,Photovoltaic,13320.69
3022,Gais,Other renewable energies,Biomass,45.00
3022,Gais,Hydroelectric power,Hydroelectric power,81.30
3023,Speicher,Other renewable energies,Photovoltaic,2454.34
3023,Speicher,Other renewable energies,Biomass,710.00
3024,Teufen (AR),Other renewable energies,Photovoltaic,4105.38
3024,Teufen (AR),Other renewable energies,Biomass,37.00
3024,Teufen (AR),Fossil fuel,Natural gas,49.00
3031,Grub (AR),Other renewable energies,Photovoltaic,1986.95
3032,Heiden,Other renewable energies,Photovoltaic,6681.21
3032,Heiden,Hydroelectric power,Hydroelectric power,810.00
3033,Lutzenberg,Other renewable energies,Photovoltaic,691.79
3034,Rehetobel,Other renewable energies,Photovoltaic,1052.17
3035,Reute (AR),Other renewable energies,Photovoltaic,2919.16
3036,Wald (AR),Other renewable energies,Photovoltaic,678.02
3037,Walzenhausen,Other renewable energies,Photovoltaic,1208.95
3038,Wolfhalden,Other renewable energies,Photovoltaic,2157.98
3038,Wolfhalden,Hydroelectric power,Hydroelectric power,36.70
3101,Appenzell,Other renewable energies,Photovoltaic,11152.62
3101,Appenzell,Other renewable energies,Biomass,110.00
3101,Appenzell,Hydroelectric power,Hydroelectric power,22.00
3104,Schlatt-Haslen,Other renewable energies,Photovoltaic,954.76
3111,Oberegg,Other renewable energies,Photovoltaic,2999.04
3201,Häggenschwil,Other renewable energies,Photovoltaic,5992.63
3202,Muolen,Other renewable energies,Photovoltaic,17357.91
3202,Muolen,Other renewable energies,Biomass,290.00
3202,Muolen,Hydroelectric power,Hydroelectric power,1066.00
3203,St. Gallen,Other renewable energies,Photovoltaic,31453.45
3203,St. Gallen,Other renewable energies,Biomass,5357.00
3203,St. Gallen,Hydroelectric power,Hydroelectric power,1295.50
3203,St. Gallen,Fossil fuel,Natural gas,3232.00
3211,Berg (SG),Other renewable energies,Photovoltaic,3239.58
3213,Goldach,Other renewable energies,Photovoltaic,9696.83
3213,Goldach,Other renewable energies,Wind energy,110.00
3213,Goldach,Hydroelectric power,Hydroelectric power,755.00
3213,Goldach,Fossil fuel,Natural gas,140.00
3214,Mörschwil,Other renewable energies,Photovoltaic,5019.50
3214,Mörschwil,Other renewable energies,Biomass,90.00
3214,Mörschwil,Hydroelectric power,Hydroelectric power,7.50
3216,Rorschacherberg,Other renewable energies,Photovoltaic,5350.83
3217,Steinach,Other renewable energies,Photovoltaic,7767.18
3217,Steinach,Other renewable energies,Biomass,862.00
3217,Steinach,Hydroelectric power,Hydroelectric power,1350.00
3218,Tübach,Other renewable energies,Photovoltaic,3487.89
3219,Untereggen,Other renewable energies,Photovoltaic,458.53
3231,Au (SG),Other renewable energies,Photovoltaic,10044.24
3231,Au (SG),Other renewable energies,Biomass,300.00
3232,Balgach,Other renewable energies,Photovoltaic,5135.91
3234,Diepoldsau,Other renewable energies,Photovoltaic,10575.82
3235,Rheineck,Other renewable energies,Photovoltaic,1530.22
3236,St. Margrethen,Other renewable energies,Photovoltaic,5248.15
3237,Thal,Other renewable energies,Photovoltaic,2153.26
3237,Thal,Other renewable energies,Biomass,2096.00
3251,Altstätten,Other renewable energies,Photovoltaic,13347.36
3251,Altstätten,Other renewable energies,Biomass,40.00
3251,Altstätten,Hydroelectric power,Hydroelectric power,782.50
3254,Oberriet (SG),Other renewable energies,Photovoltaic,2809.05
3254,Oberriet (SG),Hydroelectric power,Hydroelectric power,380.00
3271,Buchs (SG),Other renewable energies,Photovoltaic,10905.17
3271,Buchs (SG),Other renewable energies,Waste,26150.00
3271,Buchs (SG),Hydroelectric power,Hydroelectric power,5530.00
3272,Gams,Other renewable energies,Photovoltaic,4594.41
3272,Gams,Other renewable energies,Wind energy,83.00
3272,Gams,Hydroelectric power,Hydroelectric power,28.00
3273,Grabs,Other renewable energies,Photovoltaic,5058.02
3273,Grabs,Hydroelectric power,Hydroelectric power,2902.30
3274,Sennwald,Other renewable energies,Photovoltaic,7243.67
3274,Sennwald,Hydroelectric power,Hydroelectric power,900.00
3275,Sevelen,Other renewable energies,Photovoltaic,8774.87
3275,Sevelen,Hydroelectric power,Hydroelectric power,1275.00
3276,Wartau,Other renewable energies,Photovoltaic,5662.58
3276,Wartau,Other renewable energies,Biomass,130.00
3276,Wartau,Hydroelectric power,Hydroelectric power,738.00
3291,Bad Ragaz,Other renewable energies,Photovoltaic,2835.96
3291,Bad Ragaz,Other renewable energies,Biomass,75.00
3291,Bad Ragaz,Hydroelectric power,Hydroelectric power,359.00
3292,Flums,Other renewable energies,Photovoltaic,4213.43
3292,Flums,Other renewable energies,Biomass,82.00
3292,Flums,Hydroelectric power,Hydroelectric power,17258.50
3293,Mels,Other renewable energies,Photovoltaic,3617.03
3293,Mels,Other renewable energies,Biomass,20.00
3293,Mels,Hydroelectric power,Hydroelectric power,14078.00
3294,Pfäfers,Other renewable energies,Photovoltaic,347.88
3294,Pfäfers,Hydroelectric power,Hydroelectric power,366036.00
3295,Quarten,Other renewable energies,Photovoltaic,1597.08
3295,Quarten,Hydroelectric power,Hydroelectric power,14624.90
3297,Vilters-Wangs,Other renewable energies,Wind energy,10.00
3297,Vilters-Wangs,Other renewable energies,Photovoltaic,3579.90
3297,Vilters-Wangs,Hydroelectric power,Hydroelectric power,2555.70
3298,Walenstadt,Other renewable energies,Photovoltaic,5578.46
3298,Walenstadt,Hydroelectric power,Hydroelectric power,4310.00
3311,Amden,Other renewable energies,Photovoltaic,1131.84
3311,Amden,Hydroelectric power,Hydroelectric power,11.50
3312,Benken (SG),Other renewable energies,Photovoltaic,4909.76
3312,Benken (SG),Other renewable energies,Biomass,15.00
3313,Kaltbrunn,Other renewable energies,Photovoltaic,3272.40
3313,Kaltbrunn,Hydroelectric power,Hydroelectric power,163.00
3315,Schänis,Other renewable energies,Photovoltaic,3078.52
3315,Schänis,Hydroelectric power,Hydroelectric power,45.00
3338,Schmerikon,Other renewable energies,Photovoltaic,2034.08
3340,Rapperswil-Jona,Other renewable energies,Photovoltaic,9310.13
3340,Rapperswil-Jona,Other renewable energies,Biomass,363.00
3340,Rapperswil-Jona,Hydroelectric power,Hydroelectric power,180.00
3341,Gommiswald,Other renewable energies,Photovoltaic,4737.91
3341,Gommiswald,Hydroelectric power,Hydroelectric power,47.50
3342,Eschenbach (SG),Other renewable energies,Photovoltaic,7917.73
3342,Eschenbach (SG),Other renewable energies,Biomass,28.00
3342,Eschenbach (SG),Hydroelectric power,Hydroelectric power,300.00
3352,Ebnat-Kappel,Other renewable energies,Photovoltaic,6279.30
3352,Ebnat-Kappel,Hydroelectric power,Hydroelectric power,2679.50
3359,Wildhaus-Alt St. Johann,Other renewable energies,Photovoltaic,1208.83
3359,Wildhaus-Alt St. Johann,Hydroelectric power,Hydroelectric power,7.50
3360,Nesslau,Hydroelectric power,Hydroelectric power,4413.00
3360,Nesslau,Other renewable energies,Biomass,740.00
3360,Nesslau,Other renewable energies,Photovoltaic,3181.17
3374,Lichtensteig,Hydroelectric power,Hydroelectric power,761.00
3374,Lichtensteig,Other renewable energies,Photovoltaic,1419.87
3378,Neckertal,Other renewable energies,Photovoltaic,2673.84
3379,Wattwil,Other renewable energies,Photovoltaic,7758.82
3379,Wattwil,Hydroelectric power,Hydroelectric power,1083.20
3392,Kirchberg (SG),Other renewable energies,Photovoltaic,21084.78
3392,Kirchberg (SG),Other renewable energies,Biomass,540.00
3392,Kirchberg (SG),Other renewable energies,Waste,11000.00
3392,Kirchberg (SG),Hydroelectric power,Hydroelectric power,1300.00
3393,Lütisburg,Other renewable energies,Photovoltaic,5262.11
3393,Lütisburg,Hydroelectric power,Hydroelectric power,104.00
3394,Mosnang,Other renewable energies,Photovoltaic,2136.04
3394,Mosnang,Hydroelectric power,Hydroelectric power,138.00
3395,Bütschwil-Ganterschwil,Other renewable energies,Photovoltaic,3509.40
3395,Bütschwil-Ganterschwil,Other renewable energies,Wind energy,7.00
3395,Bütschwil-Ganterschwil,Other renewable energies,Biomass,30.00
3395,Bütschwil-Ganterschwil,Hydroelectric power,Hydroelectric power,1008.00
3401,Degersheim,Other renewable energies,Photovoltaic,6436.56
3401,Degersheim,Other renewable energies,Biomass,446.00
3401,Degersheim,Hydroelectric power,Hydroelectric power,250.00
3402,Flawil,Hydroelectric power,Hydroelectric power,140.00
3402,Flawil,Other renewable energies,Photovoltaic,190.42
3405,Jonschwil,Other renewable energies,Photovoltaic,6045.39
3405,Jonschwil,Other renewable energies,Biomass,33.00
3405,Jonschwil,Fossil fuel,Natural gas,50.00
3405,Jonschwil,Hydroelectric power,Hydroelectric power,7.50
3407,Oberuzwil,Other renewable energies,Photovoltaic,7095.90
3407,Oberuzwil,Other renewable energies,Biomass,90.00
3407,Oberuzwil,Hydroelectric power,Hydroelectric power,300.00
3408,Uzwil,Other renewable energies,Photovoltaic,3067.19
3422,Niederbüren,Other renewable energies,Photovoltaic,4586.64
3422,Niederbüren,Other renewable energies,Biomass,80.00
3423,Niederhelfenschwil,Other renewable energies,Photovoltaic,17342.88
3426,Zuzwil (SG),Other renewable energies,Photovoltaic,1878.87
3427,Wil (SG),Other renewable energies,Photovoltaic,8270.02
3441,Andwil (SG),Other renewable energies,Photovoltaic,4285.85
3442,Gaiserwald,Other renewable energies,Photovoltaic,2783.53
3444,Waldkirch,Other renewable energies,Photovoltaic,9043.90
3444,Waldkirch,Fossil fuel,Natural gas,832.00
3506,Vaz/Obervaz,Other renewable energies,Photovoltaic,2314.81
3506,Vaz/Obervaz,Other renewable energies,Biomass,78.00
3506,Vaz/Obervaz,Hydroelectric power,Hydroelectric power,84878.80
3513,Lantsch/Lenz,Other renewable energies,Photovoltaic,84.96
3514,Schmitten (GR),Other renewable energies,Photovoltaic,182.41
3514,Schmitten (GR),Hydroelectric power,Hydroelectric power,73.00
3542,Albula/Alvra,Other renewable energies,Photovoltaic,1046.85
3542,Albula/Alvra,Hydroelectric power,Hydroelectric power,15.00
3543,Surses,Hydroelectric power,Hydroelectric power,84983.00
3543,Surses,Other renewable energies,Photovoltaic,1018.22
3543,Surses,Other renewable energies,Biomass,166.00
3544,Bergün Filisur,Other renewable energies,Photovoltaic,668.39
3544,Bergün Filisur,Hydroelectric power,Hydroelectric power,89093.00
3551,Brusio,Other renewable energies,Photovoltaic,222.18
3551,Brusio,Hydroelectric power,Hydroelectric power,56900.00
3561,Poschiavo,Other renewable energies,Photovoltaic,2034.11
3561,Poschiavo,Hydroelectric power,Hydroelectric power,18402.30
3572,Falera,Other renewable energies,Photovoltaic,943.18
3572,Falera,Hydroelectric power,Hydroelectric power,66.00
3575,Laax,Other renewable energies,Photovoltaic,1146.63
3575,Laax,Hydroelectric power,Hydroelectric power,70.00
3581,Sagogn,Other renewable energies,Photovoltaic,491.08
3582,Schluein,Other renewable energies,Photovoltaic,883.12
3582,Schluein,Other renewable energies,Biomass,60.00
3603,Vals,Other renewable energies,Photovoltaic,322.92
3603,Vals,Hydroelectric power,Hydroelectric power,232960.00
3618,Lumnezia,Other renewable energies,Photovoltaic,2146.88
3618,Lumnezia,Other renewable energies,Biomass,16.00
3618,Lumnezia,Hydroelectric power,Hydroelectric power,420.30
3619,Ilanz/Glion,Other renewable energies,Photovoltaic,4308.73
3619,Ilanz/Glion,Other renewable energies,Biomass,350.00
3619,Ilanz/Glion,Hydroelectric power,Hydroelectric power,90295.50
3633,Fürstenau,Other renewable energies,Photovoltaic,370.42
3637,Rothenbrunnen,Other renewable energies,Photovoltaic,413.10
3637,Rothenbrunnen,Hydroelectric power,Hydroelectric power,81000.00
3638,Scharans,Other renewable energies,Photovoltaic,336.76
3638,Scharans,Hydroelectric power,Hydroelectric power,54.00
3640,Sils im Domleschg,Other renewable energies,Photovoltaic,75.62
3640,Sils im Domleschg,Hydroelectric power,Hydroelectric power,31080.00
3661,Cazis,Other renewable energies,Photovoltaic,4773.08
3661,Cazis,Other renewable energies,Biomass,303.00
3661,Cazis,Hydroelectric power,Hydroelectric power,141.10
3662,Flerden,Other renewable energies,Photovoltaic,278.49
3663,Masein,Other renewable energies,Photovoltaic,504.75
3663,Masein,Hydroelectric power,Hydroelectric power,54.00
3668,Thusis,Other renewable energies,Photovoltaic,908.63
3668,Thusis,Hydroelectric power,Hydroelectric power,450700.00
3669,Tschappina,Hydroelectric power,Hydroelectric power,29.00
3669,Tschappina,Other renewable energies,Photovoltaic,331.80
3670,Urmein,Other renewable energies,Photovoltaic,210.23
3672,Safiental,Other renewable energies,Photovoltaic,3367.73
3672,Safiental,Hydroelectric power,Hydroelectric power,100.90
3673,Domleschg,Other renewable energies,Photovoltaic,2329.65
3673,Domleschg,Hydroelectric power,Hydroelectric power,60.00
3681,Avers,Other renewable energies,Photovoltaic,230.83
3695,Sufers,Hydroelectric power,Hydroelectric power,835.00
3695,Sufers,Other renewable energies,Photovoltaic,99.50
3701,Andeer,Other renewable energies,Photovoltaic,453.16
3701,Andeer,Hydroelectric power,Hydroelectric power,3037.20
3712,Zillis-Reischen,Other renewable energies,Photovoltaic,118.66
3713,Ferrera,Other renewable energies,Photovoltaic,343.20
3713,Ferrera,Hydroelectric power,Hydroelectric power,189000.00
3714,Rheinwald,Hydroelectric power,Hydroelectric power,4796.00
3714,Rheinwald,Other renewable energies,Photovoltaic,392.04
3715,Muntogna da Schons,Other renewable energies,Photovoltaic,751.71
3715,Muntogna da Schons,Hydroelectric power,Hydroelectric power,45.00
3722,Domat/Ems,Other renewable energies,Photovoltaic,5509.08
3722,Domat/Ems,Other renewable energies,Biomass,21000.00
3723,Rhäzüns,Other renewable energies,Photovoltaic,1731.32
3723,Rhäzüns,Hydroelectric power,Hydroelectric power,18.50
3731,Felsberg,Other renewable energies,Photovoltaic,3779.05
3732,Flims,Other renewable energies,Photovoltaic,710.67
3732,Flims,Other renewable energies,Biomass,47.00
3732,Flims,Hydroelectric power,Hydroelectric power,10193.50
3733,Tamins,Other renewable energies,Photovoltaic,937.19
3733,Tamins,Hydroelectric power,Hydroelectric power,19600.00
3734,Trin,Other renewable energies,Photovoltaic,834.97
3734,Trin,Hydroelectric power,Hydroelectric power,8320.00
3746,Zernez,Hydroelectric power,Hydroelectric power,423191.00
3746,Zernez,Other renewable energies,Biomass,150.00
3746,Zernez,Other renewable energies,Photovoltaic,911.20
3752,Samnaun,Other renewable energies,Photovoltaic,28.40
3752,Samnaun,Hydroelectric power,Hydroelectric power,1390.00
3762,Scuol,Other renewable energies,Photovoltaic,1682.71
3762,Scuol,Other renewable energies,Biomass,55.00
3762,Scuol,Hydroelectric power,Hydroelectric power,10997.00
3764,Valsot,Hydroelectric power,Hydroelectric power,2870.00
3764,Valsot,Other renewable energies,Photovoltaic,678.30
3781,Bever,Other renewable energies,Photovoltaic,81.00
3782,Celerina/Schlarigna,Other renewable energies,Photovoltaic,1036.04
3782,Celerina/Schlarigna,Hydroelectric power,Hydroelectric power,6272.20
3783,Madulain,Other renewable energies,Photovoltaic,19.90
3783,Madulain,Hydroelectric power,Hydroelectric power,1376.00
3785,La Punt Chamues-ch,Other renewable energies,Photovoltaic,337.22
3786,Samedan,Other renewable energies,Photovoltaic,737.69
3786,Samedan,Hydroelectric power,Hydroelectric power,841.00
3787,St. Moritz,Other renewable energies,Photovoltaic,84.39
3788,S-chanf,Other renewable energies,Photovoltaic,377.23
3788,S-chanf,Hydroelectric power,Hydroelectric power,22.50
3789,Sils im Engadin/Segl,Hydroelectric power,Hydroelectric power,345.00
3789,Sils im Engadin/Segl,Other renewable energies,Photovoltaic,68.98
3790,Silvaplana,Other renewable energies,Photovoltaic,10.60
3790,Silvaplana,Other renewable energies,Biomass,80.00
3790,Silvaplana,Hydroelectric power,Hydroelectric power,1880.00
3791,Zuoz,Other renewable energies,Biomass,75.00
3791,Zuoz,Other renewable energies,Photovoltaic,290.06
3791,Zuoz,Hydroelectric power,Hydroelectric power,55.00
3792,Bregaglia,Hydroelectric power,Hydroelectric power,218389.00
3792,Bregaglia,Other renewable energies,Photovoltaic,625.13
3804,Buseno,Other renewable energies,Photovoltaic,16.98
3805,Castaneda,Hydroelectric power,Hydroelectric power,33142.00
3805,Castaneda,Other renewable energies,Photovoltaic,573.33
3808,Rossa,Hydroelectric power,Hydroelectric power,32.80
3808,Rossa,Other renewable energies,Photovoltaic,19.77
3821,Lostallo,Other renewable energies,Photovoltaic,638.64
3821,Lostallo,Hydroelectric power,Hydroelectric power,22000.00
3822,Mesocco,Hydroelectric power,Hydroelectric power,118250.00
3822,Mesocco,Other renewable energies,Photovoltaic,464.32
3823,Soazza,Other renewable energies,Photovoltaic,78.67
3831,Cama,Other renewable energies,Photovoltaic,184.33
3831,Cama,Hydroelectric power,Hydroelectric power,362.00
3832,Grono,Other renewable energies,Photovoltaic,56.52
3834,Roveredo (GR),Hydroelectric power,Hydroelectric power,21657.40
3834,Roveredo (GR),Other renewable energies,Photovoltaic,653.85
3835,San Vittore,Other renewable energies,Photovoltaic,2103.19
3835,San Vittore,Hydroelectric power,Hydroelectric power,30.00
3837,Calanca,Hydroelectric power,Hydroelectric power,1715.00
3837,Calanca,Other renewable energies,Photovoltaic,30.33
3847,Val Müstair,Other renewable energies,Photovoltaic,1666.59
3847,Val Müstair,Hydroelectric power,Hydroelectric power,3426.20
3851,Davos,Other renewable energies,Biomass,100.00
3851,Davos,Other renewable energies,Photovoltaic,1704.41
3851,Davos,Hydroelectric power,Hydroelectric power,1949.00
3861,Fideris,Other renewable energies,Photovoltaic,370.79
3862,Furna,Other renewable energies,Photovoltaic,345.76
3863,Jenaz,Other renewable energies,Photovoltaic,632.81
3871,Klosters,Other renewable energies,Photovoltaic,1260.10
3871,Klosters,Other renewable energies,Biomass,15.00
3871,Klosters,Hydroelectric power,Hydroelectric power,20218.60
3881,Conters im Prättigau,Hydroelectric power,Hydroelectric power,92.00
3881,Conters im Prättigau,Other renewable energies,Photovoltaic,87.00
3882,Küblis,Other renewable energies,Photovoltaic,723.80
3882,Küblis,Hydroelectric power,Hydroelectric power,44255.00
3891,Luzein,Other renewable energies,Photovoltaic,1312.68
3891,Luzein,Hydroelectric power,Hydroelectric power,2362.00
3901,Chur,Other renewable energies,Wind energy,3000.00
3901,Chur,Other renewable energies,Photovoltaic,14458.01
3901,Chur,Other renewable energies,Biomass,1007.00
3901,Chur,Hydroelectric power,Hydroelectric power,673.95
3901,Chur,Fossil fuel,Natural gas,1405.00
3911,Churwalden,Other renewable energies,Photovoltaic,967.36
3911,Churwalden,Hydroelectric power,Hydroelectric power,963.00
3921,Arosa,Hydroelectric power,Hydroelectric power,12438.00
3921,Arosa,Other renewable energies,Photovoltaic,1065.18
3932,Tschiertschen-Praden,Hydroelectric power,Hydroelectric power,3752.00
3932,Tschiertschen-Praden,Other renewable energies,Photovoltaic,154.65
3945,Trimmis,Other renewable energies,Photovoltaic,2502.49
3945,Trimmis,Other renewable energies,Waste,13000.00
3945,Trimmis,Hydroelectric power,Hydroelectric power,181.00
3946,Untervaz,Other renewable energies,Photovoltaic,1992.62
3947,Zizers,Other renewable energies,Photovoltaic,13458.14
3947,Zizers,Other renewable energies,Biomass,80.00
3947,Zizers,Hydroelectric power,Hydroelectric power,1208.00
3951,Fläsch,Other renewable energies,Photovoltaic,4463.51
3951,Fläsch,Other renewable energies,Wind energy,10.00
3951,Fläsch,Hydroelectric power,Hydroelectric power,68.00
3952,Jenins,Other renewable energies,Photovoltaic,418.12
3952,Jenins,Hydroelectric power,Hydroelectric power,555.00
3954,Malans,Other renewable energies,Photovoltaic,1919.57
3954,Malans,Hydroelectric power,Hydroelectric power,108.00
3955,Landquart,Other renewable energies,Photovoltaic,1687.26
3961,Grüsch,Other renewable energies,Photovoltaic,2887.68
3961,Grüsch,Hydroelectric power,Hydroelectric power,11918.50
3962,Schiers,Other renewable energies,Photovoltaic,847.93
3972,Seewis im Prättigau,Other renewable energies,Photovoltaic,705.13
3972,Seewis im Prättigau,Other renewable energies,Biomass,115.00
3972,Seewis im Prättigau,Hydroelectric power,Hydroelectric power,150.00
3981,Breil/Brigels,Other renewable energies,Photovoltaic,2455.97
3981,Breil/Brigels,Hydroelectric power,Hydroelectric power,355656.00
3982,Disentis/Mustér,Other renewable energies,Photovoltaic,1510.92
3982,Disentis/Mustér,Hydroelectric power,Hydroelectric power,253.00
3983,Medel (Lucmagn),Other renewable energies,Photovoltaic,203.81
3985,Sumvitg,Other renewable energies,Photovoltaic,589.13
3985,Sumvitg,Hydroelectric power,Hydroelectric power,24300.00
3986,Tujetsch,Hydroelectric power,Hydroelectric power,5270.00
3986,Tujetsch,Other renewable energies,Photovoltaic,779.48
3987,Trun,Other renewable energies,Photovoltaic,1241.80
3987,Trun,Hydroelectric power,Hydroelectric power,4579.00
3988,Obersaxen Mundaun,Other renewable energies,Photovoltaic,410.75
4001,Aarau,Other renewable energies,Photovoltaic,6275.83
4001,Aarau,Other renewable energies,Biomass,380.00
4001,Aarau,Hydroelectric power,Hydroelectric power,26854.00
4002,Biberstein,Other renewable energies,Photovoltaic,1031.05
4003,Buchs (AG),Other renewable energies,Photovoltaic,3367.32
4003,Buchs (AG),Other renewable energies,Waste,11150.00
4004,Densbüren,Other renewable energies,Photovoltaic,757.72
4004,Densbüren,Other renewable energies,Biomass,370.00
4005,Erlinsbach (AG),Other renewable energies,Photovoltaic,1710.13
4006,Gränichen,Other renewable energies,Photovoltaic,3578.13
4007,Hirschthal,Other renewable energies,Photovoltaic,1887.50
4007,Hirschthal,Hydroelectric power,Hydroelectric power,90.00
4008,Küttigen,Other renewable energies,Photovoltaic,3516.28
4009,Muhen,Other renewable energies,Photovoltaic,3161.99
4010,Oberentfelden,Other renewable energies,Photovoltaic,2045.31
4012,Suhr,Other renewable energies,Photovoltaic,2822.04
4013,Unterentfelden,Other renewable energies,Photovoltaic,1856.64
4021,Baden,Hydroelectric power,Hydroelectric power,12494.00
4021,Baden,Other renewable energies,Photovoltaic,4218.38
4021,Baden,Other renewable energies,Biomass,710.00
4022,Bellikon,Other renewable energies,Photovoltaic,1832.71
4023,Bergdietikon,Other renewable energies,Photovoltaic,1250.75
4024,Birmenstorf (AG),Other renewable energies,Photovoltaic,1308.21
4024,Birmenstorf (AG),Other renewable energies,Biomass,37.00
4026,Ennetbaden,Other renewable energies,Photovoltaic,563.87
4027,Fislisbach,Other renewable energies,Photovoltaic,2154.70
4028,Freienwil,Other renewable energies,Photovoltaic,273.64
4029,Gebenstorf,Other renewable energies,Photovoltaic,2088.74
4029,Gebenstorf,Hydroelectric power,Hydroelectric power,950.00
4030,Killwangen,Other renewable energies,Photovoltaic,368.72
4031,Künten,Other renewable energies,Photovoltaic,679.74
4032,Mägenwil,Other renewable energies,Photovoltaic,3035.09
4033,Mellingen,Other renewable energies,Biomass,72.00
4033,Mellingen,Other renewable energies,Photovoltaic,1546.21
4034,Neuenhof,Other renewable energies,Photovoltaic,558.70
4035,Niederrohrdorf,Other renewable energies,Photovoltaic,1381.04
4037,Oberrohrdorf,Other renewable energies,Photovoltaic,1430.92
4038,Obersiggenthal,Other renewable energies,Photovoltaic,1668.68
